uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,throughput,reliabilityScore
P30260,Q9UKT4,996,26271,ENSG00000004897,ENSG00000112029,CDC27,FBXO5,pull down,physical association,23708001,small scale,0.37
P04637,Q05086,7157,7337,ENSG00000141510,ENSG00000114062,TP53,UBE3A,pull down,physical association,26789255,small scale,0.37
O00206,Q9Y6Y9,7099,23643,ENSG00000136869,ENSG00000154589,TLR4,LY96,solid phase assay|molecular sieving|x-ray crystallography|x ray scattering|anti tag coimmunoprecipitation,direct interaction|physical association,22474354|19252480|22532668|19060881,small scale,0.7
P62837,Q99942,7322,6048,ENSG00000131508,ENSG00000204308,UBE2D2,RNF5,pull down,direct interaction,20152160,small scale,0.4
O95155,P55072,10277,7415,ENSG00000130939,ENSG00000165280,UBE4B,VCP,pull down,direct interaction,26712280,small scale,0.4
P55072,Q92890,7415,7353,ENSG00000165280,ENSG00000070010,VCP,UFD1,pull down|x-ray crystallography,direct interaction,26712280,small scale,0.46
P01112,Q12967,3265,5900,ENSG00000174775,ENSG00000160271,HRAS,RALGDS,nuclear magnetic resonance,direct interaction,24441586,small scale,0.4
Q99836,Q9NWZ3,4615,51135,ENSG00000172936,ENSG00000198001,MYD88,IRAK4,molecular sieving|pull down|nuclear magnetic resonance|light scattering,direct interaction|physical association,20485341|24316379,small scale,0.61
P51532,Q12824,6597,6598,ENSG00000127616,ENSG00000099956,SMARCA4,SMARCB1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19164553|22140357,small scale,0.48
Q13472,Q9H9A7,7156,80010,ENSG00000177302,ENSG00000178966,TOP3A,RMI1,transmission electron microscopy|molecular sieving|far western blotting|x-ray crystallography|pull down|anti tag coimmunoprecipitation,direct interaction|physical association,24509834|16537486|20826342,small scale,0.67
Q9BTT4,Q9NVC6,84246,9440,ENSG00000133398,ENSG00000042429,MED10,MED17,anti tag coimmunoprecipitation,physical association,17404243,small scale,0.37
Q96FA3,Q9NWZ3,57162,51135,ENSG00000197329,ENSG00000198001,PELI1,IRAK4,protein kinase assay,phosphorylation reaction,19264966,small scale,0.25
O95630,P62988,10617,,ENSG00000124356,,STAMBP,,fluorescent resonance energy transfer,direct interaction,23201676,small scale,0.4
P38919,Q9BZI7,9775,65109,ENSG00000141543,ENSG00000125351,EIF4A3,UPF3B,tandem affinity purification|anti tag coimmunoprecipitation,physical association,18066079|19478851,small scale,0.48
P50591,Q13158,8743,8772,ENSG00000121858,ENSG00000168040,TNFSF10,FADD,anti tag coimmunoprecipitation,physical association,16801533,small scale,0.37
P50591,Q14790,8743,841,ENSG00000121858,ENSG00000064012,TNFSF10,CASP8,anti tag coimmunoprecipitation,physical association,16801533,small scale,0.37
Q03164,Q9UBL3,4297,9070,ENSG00000118058,ENSG00000129691,KMT2A,ASH2L,pull down,physical association,26886794,small scale,0.37
O00255,Q03164,4221,4297,ENSG00000133895,ENSG00000118058,MEN1,KMT2A,anti tag coimmunoprecipitation|pull down|isothermal titration calorimetry|x-ray crystallography|molecular sieving,physical association|direct interaction,22327296|20818375,small scale,0.62
Q15554,Q96AP0,7014,65057,ENSG00000132604,ENSG00000102977,TERF2,ACD,anti tag coimmunoprecipitation,physical association,16880378,small scale,0.37
Q9NYJ8,Q9Y4K3,23118,7189,ENSG00000055208,ENSG00000175104,TAB2,TRAF6,anti bait coimmunoprecipitation,physical association,19675569,small scale,0.37
P01375,Q12933,7124,7186,ENSG00000204490,ENSG00000127191,TNF,TRAF2,pull down,physical association,23955153,small scale,0.37
P01375,Q13546,7124,8737,ENSG00000204490,ENSG00000137275,TNF,RIPK1,pull down,physical association,23955153,small scale,0.37
P01375,Q15628,7124,8717,ENSG00000204490,ENSG00000102871,TNF,TRADD,pull down,physical association,23955153,small scale,0.37
P25445,P48023,355,356,ENSG00000026103,ENSG00000117560,FAS,FASLG,cross-linking study|pull down,physical association,9228058|24025841,small scale,0.48
P68431,Q13112,8350,8208,ENSG00000197409,ENSG00000159259,H3C1,CHAF1B,anti tag coimmunoprecipitation|tandem affinity purification,physical association,26167883|20080577,small scale,0.48
P68431,Q13111,8350,10036,ENSG00000197409,ENSG00000167670,H3C1,CHAF1A,anti tag coimmunoprecipitation|tandem affinity purification,physical association,26167883|20080577,small scale,0.48
Q13547,Q9UKL0,3065,23186,ENSG00000116478,ENSG00000089902,HDAC1,RCOR1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,17939992|17956988,small scale,0.48
Q7Z5K2,Q8N3U4,23063,10735,ENSG00000062650,ENSG00000101972,WAPL,STAG2,anti tag coimmunoprecipitation|pull down,physical association,25173175,small scale,0.42
O60216,Q7Z5K2,5885,23063,ENSG00000164754,ENSG00000062650,RAD21,WAPL,pull down,physical association,25173175,small scale,0.37
Q14683,Q9UQE7,8243,9126,ENSG00000072501,ENSG00000108055,SMC1A,SMC3,anti bait coimmunoprecipitation,physical association,23242214|22885700|18832153,small scale,0.47
O60216,Q8WVM7,5885,10274,ENSG00000164754,ENSG00000118007,RAD21,STAG1,anti bait coimmunoprecipitation,physical association,22885700,small scale,0.37
Q14683,Q8N3U4,8243,10735,ENSG00000072501,ENSG00000101972,SMC1A,STAG2,anti bait coimmunoprecipitation,physical association,23242214,small scale,0.37
Q14683,Q9NTI5,8243,23047,ENSG00000072501,ENSG00000083642,SMC1A,PDS5B,anti bait coimmunoprecipitation,physical association,23242214,small scale,0.37
Q14683,Q29RF7,8243,23244,ENSG00000072501,ENSG00000121892,SMC1A,PDS5A,anti bait coimmunoprecipitation,physical association,23242214,small scale,0.37
P63208,Q9Y3I1,6500,25793,ENSG00000113558,ENSG00000100225,SKP1,FBXO7,anti tag coimmunoprecipitation,physical association,20596027,small scale,0.37
Q14683,Q7Z5K2,8243,23063,ENSG00000072501,ENSG00000062650,SMC1A,WAPL,anti bait coimmunoprecipitation,physical association,23242214,small scale,0.37
Q15554,Q9NYB0,7014,54386,ENSG00000132604,ENSG00000166848,TERF2,TERF2IP,pull down|molecular sieving|isothermal titration calorimetry|anti tag coimmunoprecipitation|two hybrid|x-ray crystallography|anti bait coimmunoprecipitation,physical association|direct interaction,21217703|16880378|19287395,small scale,0.68
O60216,Q8N3U4,5885,10735,ENSG00000164754,ENSG00000101972,RAD21,STAG2,x-ray crystallography|anti tag coimmunoprecipitation|molecular sieving|pull down|anti bait coimmunoprecipitation,direct interaction|physical association,25173175|22885700,small scale,0.62
Q92900,Q9BZI7,5976,65109,ENSG00000005007,ENSG00000125351,UPF1,UPF3B,pull down|anti tag coimmunoprecipitation,physical association,18066079|19478851,small scale,0.48
O14686,Q9UBL3,8085,9070,ENSG00000167548,ENSG00000129691,KMT2D,ASH2L,pull down,physical association,26886794,small scale,0.37
Q15291,Q9UBL3,5929,9070,ENSG00000117222,ENSG00000129691,RBBP5,ASH2L,pull down|isothermal titration calorimetry,direct interaction|physical association,26886794|21220120,small scale,0.56
P19838,Q04206,4790,5970,ENSG00000109320,ENSG00000173039,NFKB1,RELA,tandem affinity purification,physical interaction,14743216,high throughput,0.25
P67775,Q969G9,5515,85407,ENSG00000113575,ENSG00000140807,PPP2CA,NKD1,anti tag coimmunoprecipitation,physical association,16567647,small scale,0.37
P30153,Q969G9,5518,85407,ENSG00000105568,ENSG00000140807,PPP2R1A,NKD1,anti tag coimmunoprecipitation,physical association,16567647,small scale,0.37
O60566,P30260,701,996,ENSG00000156970,ENSG00000004897,BUB1B,CDC27,anti bait coimmunoprecipitation,physical association,20212161|21300909,small scale,0.43
P46821,Q9GZQ8,4131,81631,ENSG00000131711,ENSG00000140941,MAP1B,MAP1LC3B,tandem affinity purification,physical association,24089205,small scale,0.37
Q53HL2,Q96GD4,55143,9212,ENSG00000134690,ENSG00000178999,CDCA8,AURKB,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,20739936,small scale,0.42
O75586,P36956,10001,6720,ENSG00000133997,ENSG00000072310,MED6,SREBF1,pull down,physical association,16799563,small scale,0.37
Q12772,Q15648,6721,5469,ENSG00000198911,ENSG00000125686,SREBF2,MED1,pull down,physical association,16799563,small scale,0.37
O75586,Q12772,10001,6721,ENSG00000133997,ENSG00000198911,MED6,SREBF2,pull down,physical association,16799563,small scale,0.37
Q12772,Q96RN5,6721,51586,ENSG00000198911,ENSG00000099917,SREBF2,MED15,pull down,physical association,16799563,small scale,0.37
P49336,Q12772,1024,6721,ENSG00000132964,ENSG00000198911,CDK8,SREBF2,pull down,physical association,16799563,small scale,0.37
P27986,P42336,5295,5290,ENSG00000145675,ENSG00000121879,PIK3R1,PIK3CA,pull down|anti tag coimmunoprecipitation|x-ray crystallography|anti bait coimmunoprecipitation,physical association|direct interaction,19805105|20713702|25253337,small scale,0.65
Q12772,Q92793,6721,1387,ENSG00000198911,ENSG00000005339,SREBF2,CREBBP,pull down,physical association,16799563,small scale,0.37
P00533,Q03135,1956,857,ENSG00000146648,ENSG00000105974,EGFR,CAV1,anti bait coimmunoprecipitation,physical association,22411794,small scale,0.37
P36956,Q15648,6720,5469,ENSG00000072310,ENSG00000125686,SREBF1,MED1,pull down,physical association,16799563,small scale,0.37
P36956,P49336,6720,1024,ENSG00000072310,ENSG00000132964,SREBF1,CDK8,pull down,physical association,16799563,small scale,0.37
Q15369,Q15370,6921,6923,ENSG00000154582,ENSG00000103363,ELOC,ELOB,pull down,physical association,24402281,small scale,0.37
Q93074,Q9BTT4,9968,84246,ENSG00000184634,ENSG00000133398,MED12,MED10,anti tag coimmunoprecipitation,physical association,17404243,small scale,0.37
O95402,P49336,9441,1024,ENSG00000105085,ENSG00000132964,MED26,CDK8,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
O75448,Q9BTT4,9862,84246,ENSG00000008838,ENSG00000133398,MED24,MED10,anti tag coimmunoprecipitation,physical association,17404243,small scale,0.37
Q9BTT4,Q9H944,84246,9477,ENSG00000133398,ENSG00000124641,MED10,MED20,anti tag coimmunoprecipitation,physical association,17404243,small scale,0.37
O95402,Q9BTT4,9441,84246,ENSG00000105085,ENSG00000133398,MED26,MED10,anti tag coimmunoprecipitation,physical association,17404243,small scale,0.37
P24863,Q9BTT4,892,84246,ENSG00000112237,ENSG00000133398,CCNC,MED10,anti tag coimmunoprecipitation,physical association,17404243,small scale,0.37
O95402,Q15648,9441,5469,ENSG00000105085,ENSG00000125686,MED26,MED1,anti bait coimmunoprecipitation,physical association,20098423,small scale,0.37
P12830,P35221,999,1495,ENSG00000039068,ENSG00000044115,CDH1,CTNNA1,anti bait coimmunoprecipitation,physical association,22750944,small scale,0.37
P00533,P62988,1956,,ENSG00000146648,,EGFR,,anti bait coimmunoprecipitation,physical association,20308550,small scale,0.37
P00533,Q13191,1956,868,ENSG00000146648,ENSG00000114423,EGFR,CBLB,anti bait coimmunoprecipitation,physical association,20308550,small scale,0.37
P62877,Q86XK2,9978,80204,ENSG00000100387,ENSG00000138081,RBX1,FBXO11,anti bait coimmunoprecipitation,physical association,22113614,small scale,0.37
Q13616,Q86XK2,8454,80204,ENSG00000055130,ENSG00000138081,CUL1,FBXO11,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,22113614,small scale,0.42
P63208,Q86XK2,6500,80204,ENSG00000113558,ENSG00000138081,SKP1,FBXO11,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,22113614|20596027,small scale,0.48
Q13620,Q16531,8450,1642,ENSG00000158290,ENSG00000167986,CUL4B,DDB1,anti bait coimmunoprecipitation,physical association,19651607,small scale,0.37
Q13619,Q16531,8451,1642,ENSG00000139842,ENSG00000167986,CUL4A,DDB1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19966799|16473935,small scale,0.48
P42345,Q8N122,2475,57521,ENSG00000198793,ENSG00000141564,MTOR,RPTOR,anti bait coimmunoprecipitation|solid phase assay|anti tag coimmunoprecipitation,physical association,27043084|21614075|18955708|23263282|26678875,small scale,0.62
P42345,Q9BVC4,2475,64223,ENSG00000198793,ENSG00000167965,MTOR,MLST8,molecular sieving|x-ray crystallography|ion exchange chromatography,direct interaction,23636326,small scale,0.49
O95477,P46939,19,7402,ENSG00000165029,ENSG00000152818,ABCA1,UTRN,anti tag coimmunoprecipitation,physical association,25170080,small scale,0.37
P13569,P62988,1080,,ENSG00000001626,,CFTR,,anti bait coimmunoprecipitation,physical association,25406061,small scale,0.37
P30260,Q9UJX6,996,29882,ENSG00000004897,ENSG00000176248,CDC27,ANAPC2,anti bait coimmunoprecipitation,physical association,17443186,small scale,0.37
P30260,Q13042,996,8881,ENSG00000004897,ENSG00000130177,CDC27,CDC16,anti bait coimmunoprecipitation,physical association,21186364,small scale,0.37
O43264,Q6NUQ1,9183,60561,ENSG00000086827,ENSG00000135249,ZW10,RINT1,pull down|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,24056303|20462495,small scale,0.51
O43264,Q9H900,9183,55055,ENSG00000086827,ENSG00000174442,ZW10,ZWILCH,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,20462495,small scale,0.42
O43264,P50748,9183,9735,ENSG00000086827,ENSG00000184445,ZW10,KNTC1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,20462495,small scale,0.42
P54284,Q13936,784,775,ENSG00000167535,ENSG00000151067,CACNB3,CACNA1C,anti tag coimmunoprecipitation,physical association,18535142,small scale,0.37
P40337,Q15369,7428,6921,ENSG00000134086,ENSG00000154582,VHL,ELOC,pull down,physical association,25661653,small scale,0.37
P40337,Q15370,7428,6923,ENSG00000134086,ENSG00000103363,VHL,ELOB,pull down,physical association,25661653,small scale,0.37
P27540,Q99814,405,2034,ENSG00000143437,ENSG00000116016,ARNT,EPAS1,nuclear magnetic resonance|x-ray crystallography|anti bait coimmunoprecipitation|amplified luminescent proximity homogeneous assay,direct interaction|physical association,19196990|23434853|19129502,small scale,0.65
P59768,P62873,54331,2782,ENSG00000186469,ENSG00000078369,GNG2,GNB1,molecular sieving|pull down|ion exchange chromatography,direct interaction|physical association,18611381|23739333,small scale,0.59
Q8N6P7,Q9GZX6,58985,50616,ENSG00000142677,ENSG00000127318,IL22RA1,IL22,surface plasmon resonance|x-ray crystallography,direct interaction,18599299|20462497,small scale,0.52
Q969J5-2,Q9GZX6,,50616,,ENSG00000127318,,IL22,surface plasmon resonance,direct interaction,18599299,small scale,0.4
Q969J5-3,Q9GZX6,,50616,,ENSG00000127318,,IL22,surface plasmon resonance,direct interaction,18599299,small scale,0.4
P01112,Q9Y613,3265,29109,ENSG00000174775,ENSG00000135723,HRAS,FHOD1,isothermal titration calorimetry,direct interaction,18786395,small scale,0.4
P62805,Q16576,121504,5931,ENSG00000274618,ENSG00000102054,H4-16,RBBP7,surface plasmon resonance|x-ray crystallography|pull down,direct interaction,18571423,small scale,0.49
P50402,P60709,2010,60,ENSG00000102119,ENSG00000075624,EMD,ACTB,pull down|anti bait coimmunoprecipitation,physical association,15328537,small scale,0.42
O60216,Q14674,5885,9700,ENSG00000164754,ENSG00000135476,RAD21,ESPL1,protease assay,direct interaction,15737063,small scale,0.4
O75880,Q14061,6341,10063,ENSG00000133028,ENSG00000138495,SCO1,COX17,mass spectrometry studies of complexes|nuclear magnetic resonance,direct interaction,18458339,small scale,0.46
O43819,Q14061,9997,10063,ENSG00000284194,ENSG00000138495,SCO2,COX17,nuclear magnetic resonance,direct interaction,18458339,small scale,0.4
P27361,P53004,5595,644,ENSG00000102882,ENSG00000106605,MAPK3,BLVRA,protein kinase assay,direct interaction,18463290,small scale,0.4
P28482,P53004,5594,644,ENSG00000100030,ENSG00000106605,MAPK1,BLVRA,anti bait coimmunoprecipitation,physical association,18463290,small scale,0.37
Q15691,Q96GD4,22919,9212,ENSG00000101367,ENSG00000178999,MAPRE1,AURKB,pull down|anti bait coimmunoprecipitation|two hybrid,physical association|direct interaction,18477699,small scale,0.52
P20339,Q9P2R3,5868,51479,ENSG00000144566,ENSG00000185722,RAB5A,ANKFY1,pull down,physical association|direct interaction,15328530,small scale,0.44
P00451,P04275,2157,7450,ENSG00000185010,ENSG00000110799,F8,VWF,enzyme linked immunosorbent assay,direct interaction,18492805,small scale,0.4
P29466,Q9HC29,834,64127,ENSG00000137752,ENSG00000167207,CASP1,NOD2,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,18511561,small scale,0.42
P49662,Q9HC29,837,64127,ENSG00000196954,ENSG00000167207,CASP4,NOD2,anti tag coimmunoprecipitation,physical association,18511561,small scale,0.37
Q9C000,Q9HC29,22861,64127,ENSG00000091592,ENSG00000167207,NLRP1,NOD2,anti bait coimmunoprecipitation,physical association,18511561,small scale,0.37
Q8WUM4,Q96CF2,10015,92421,ENSG00000170248,ENSG00000164695,PDCD6IP,CHMP4C,surface plasmon resonance|x-ray crystallography,direct interaction,18511562,small scale,0.46
Q08289-1,Q13936,,775,,ENSG00000151067,,CACNA1C,anti tag coimmunoprecipitation,physical association,18535142,small scale,0.37
Q02641-1,Q13936,,775,,ENSG00000151067,,CACNA1C,anti tag coimmunoprecipitation,physical association,18535142,small scale,0.37
Q13393,Q15382,5337,6009,ENSG00000075651,ENSG00000106615,PLD1,RHEB,pull down,physical association,18550814,small scale,0.37
P51812,Q13393,6197,5337,ENSG00000177189,ENSG00000075651,RPS6KA3,PLD1,anti tag coimmunoprecipitation,physical association,18550821,small scale,0.37
P00451,P00734,2157,2147,ENSG00000185010,ENSG00000180210,F8,F2,protease assay,direct interaction,18492805,small scale,0.4
P31749,Q86V81,207,10189,ENSG00000142208,ENSG00000183684,AKT1,ALYREF,anti tag coimmunoprecipitation|pull down|protein kinase assay|anti bait coimmunoprecipitation,physical association|direct interaction,18562279,small scale,0.54
