drugName,entrezGeneIds,pubmedId,author
alprenolol,3350|154|153,9145928|8392199|1323650|9806333|2859531|2439825|2871880|11752352|7678677|10433496|7606348|12522078|2828119,Kuipers W (1997)|Darmani NA (1993)|Millan MJ (1992)|Misane I (1998)|Brodde OE (1985)|Brodde OE (1986)|Abrahamsson T (1986)|Chen X (2002)|Surman AJ (1993)|Varma DR (1999)|De Ponti F (1995)|Brahmadevara N (2003)|Im MJ (1988)
ritodrine,154,11752352|8059831|1976401|11311067|12871140|1332478,Chen X (2002)|Lenselink DR (1994)|Bianchetti A (1990)|Tanaka N (2001)|Schwarz MK (2003)|Lye SJ (1992)
benzonatate,6331,23258970,Thimann DA (2012)
dorzolamide,762|759|760,8875343|8070313|9029437|11752352|10048009|8781782|12356834|15258186|10614682,Sugrue MF (1996)|Hasegawa T (1994)|Maren TH (1997)|Chen X (2002)|Lachmann C (1998)|Wong BK (1996)|Srinivas SP (2002)|Berg JT (2004)|Sugrue MF (2000)
suprofen,5742|5743,11752352|8652509|11885959|17477341|17016423|17139284,Chen X (2002)|Loll PJ (1996)|Llorens O (2002)|Bender A (2007)|Imming P (2006)|Overington JP (2006)
terbutaline,154,12569076|20674738|11120594|10226872|2062329|1358833|18782903|11256987|11675405|11752352,Chong LK (2003)|Riether C (2011)|Ramer-Quinn DS (2000)|Schaefers RF (1999)|Haahtela T (1991)|Hochhaus G (1992)|Cooperberg BA (2008)|Zetterlund A (2001)|Nakamura A (2001)|Chen X (2002)
conivaptan,554|552,15659304|17428103|19663609|16843091|17919259|16522696|19695403|19057376|11752352|17202666|17592003|20054444,Wada K (2005)|Ali F (2007)|Hoque MZ (2009)|Palm C (2006)|Ghali JK (2006)|Mao ZL (2009)|Annane D (2009)|Chen X (2002)|Wada K (2007)|Walter KA (2007)|Ghali JK (2010)
loteprednol,2908,2004037|17020532|11752352|15684812|12861354,Druzgala P (1991)|Bodor N (2006)|Chen X (2002)|Samudre SS (2004)|Szelenyi I (2000)
flupentixol,1813|148|1812|3356|1128,1674528|8797192|11873706|11752352|17111172|7498321|6149133|17016423|17139284|10531405|7052344,Huettl P (1991)|Nilsson CL (1996)|Seeman P (2002)|Chen X (2002)|Reimold M (2007)|Arnt J (1995)|Ogren SO (1984)|Imming P (2006)|Overington JP (2006)|Cai G (1999)|Golds PR (1980)
eprosartan,185,18093407|9602957|11752352|12184062|10856732|12927226|12766389|11320369|12782193|12540520|12517247,de la Sierra A (2007)|Ilson BE (1998)|Chen X (2002)|Hedner T (2002)|Gremmler B (2000)|Heusser K (2003)|Puig JG (2002)|Murdoch DR (2001)|Nap A (2003)|Suzuki G (2003)|Ruilope L (2003)
sirolimus,2280|2247|2475,12742462|11752352|20005306|19620795,Sehgal SN (2003)|Chen X (2002)|Dowling RJ (2010)|Shuuin T (2009)
chlorothiazide,762|6559|759|760,10954127|10713865|11014932|11456284|15283765|15069170|12515852|11752352|14656370|12388412,Puscas I (2000)|Thakker RV (2000)|Schmidt H (2001)|Reinalter SC (2004)|Maki N (2004)|Wilson FH (2003)|Chen X (2002)|Weiner ID (2003)|Verlander JW (2003)
quinapril,1636,11752352|11929321|3020249|11817979,Chen X (2002)|Song JC (2002)|Klutchko S (1986)|Culy CR (2002)
clomifene,2099,15878925|19761360|20379036|19821295|2011412|11752352|20091498|17055820|18320435,Homburg R (2005)|Overbeek A (2009)|Kurosawa T (2010)|Brown J (2009)|Sasson S (1991)|Chen X (2002)|Hughes E (2010)|Unknown Authors (2006)|Homburg R (2008)
isosorbide dinitrate,4881,17016423|16007231|17139284|12419094|15465035,Imming P (2006)|Villarroya M (2005)|Overington JP (2006)|Beauregard C (2002)|Takabuchi S (2004)
risedronate,2224,16006204|11752352|10620343|18056045|11160603|16835450,Coxon FP (2005)|Chen X (2002)|Bergstrom JD (2000)|Russell RG (2007)|Dunford JE (2001)|Ortiz-Gomez A (2006)
omapatrilat,1636|4311,12584671|10598120|11588409|10856268|12487427|10856267|11040230|11041166|10933361,Neal B (2002)|Trippodo NC (1999)|Ferdinand KC (2001)|Azizi M (2000)|Heudi O (2002)|Intengan HD (2000)|Troughton RW (2000)|Burrell LM (2000)|McClean DR (2000)
bumetanide,1080|6560|57468|6558|6557,9886939|10793196|16807348|11443057|11292635|11698253|10831596|10567922|9690036|10561751|19141616|9587066|11752352,Reddy MM (1999)|Reid KH (2000)|Jean-Xavier C (2006)|Akar F (2001)|Wall SM (2001)|Jiang G (2001)|Evans RL (2000)|Panet R (2000)|Thakker RV (1998)|Thakker RV (1999)|Long P (2009)|Karolyi L (1998)|Chen X (2002)
granisetron,3359,10882387|10412832|17093363|11752352|12943486|16044252|11814868|17379085|15740177,Turvill JL (2000)|Hillsley K (1999)|Ho KY (2006)|Chen X (2002)|Tan M (2003)|Feyer P (2005)|Cappelli A (2002)|Abdelsayed GG (2007)|Gan TJ (2005)
dienestrol,2099,3622377|3334987|15276617|18976723|9558716|9048584|11752352,Grove RI (1987)|Juriansz RL (1988)|Bovee TF (2004)|Maru BS (2009)|Chae K (1998)|Kuiper GG (1997)|Chen X (2002)
oxybuprocaine,6336,17016423|19429093|17139284,Imming P (2006)|Hung CH (2009)|Overington JP (2006)
iron dextran,3039|2512|3043|2495,17016423|11752352|17139284|9629498,Imming P (2006)|Chen X (2002)|Overington JP (2006)|Zaric J (1998)
testolactone,1588,11792932|16766117|9521275|16190763|11752352,Raman JD (2002)|Dunkel L (2006)|Herzog AG (1998)|Cepa MM (2005)|Chen X (2002)
benzylpenicilloyl polylysine,2205|2207,17016423|11752352|17139284|7436456,Imming P (2006)|Chen X (2002)|Overington JP (2006)|Chandra RK (1980)
rimexolone,2908,2386110,Hochhaus G (1990)
triazolam,2562|2557|2561|2554|2560|2558|2559|2555|2569|2565|2563|2570|706|200959|2556|2566|55879|2568|2564|2567,11752090|18384456|8787774,Moehler H (2002)|Riss J (2008)|Park CH (1996)
ethanol,2554|2741|116443|2742|2557|2558|2030|2555|7412|1142|1143|1136|3763|1141|1138|775|779|3762|2892|2559|776|2890|3359|200909|170572|2556|10369|285242|8973|3177|3760|2563|2561|1137|2565|3765|55879|1135|2564|2567|2562|2560|2891|55584|9177|782|2568|2893|57053|786|1139,17016423|11752352|17139284|21262851|17591544|9452448|21044637|20713066|21163614|21289476|21204417|21204407|19298329|18165316|23641218|19342616|12970385|19270242|12921221|24145411,Imming P (2006)|Chen X (2002)|Overington JP (2006)|Earl DE (2011)|Santhakumar V (2007)|Ye Q (1998)|Fuentealba J (2010)|Baenziger JE (2011)|Xu M (2011)|Wang J (2011)|Nishimura FT (2009)|Allen-Gipson DS (2009)|Arevalo E (2008)|Hendrickson LM (2013)|Spanagel R (2009)|Hendricson AW (2003)|Dopico AM (2009)|Davies M (2003)|Bodhinathan K (2013)
remifentanil,4986|4985|4988,18325678|19878098|18815346|15828941|15665994|16861092|15868528|16372825|11752352|16332149|16114980|8694317|9066316|8875131|9103501,Pascoe JE (2008)|Wong GT (2010)|Stucke AG (2008)|Poonawala T (2005)|Rodrigues AR (2005)|Darwish M (2006)|Sahin AS (2005)|Darwish M (2005)|Chen X (2002)|Scott LJ (2005)|Warner DS (1996)|Guy J (1997)|Patel SS (1996)|Hoke JF (1997)
didanosine,4860,17016423|17139284,Imming P (2006)|Overington JP (2006)
bitolterol,154,17016423|17139284|3278878|10796631,Imming P (2006)|Overington JP (2006)|Friedel HA (1988)|Wilson AJ (2000)
methdilazine,3269,17016423|9700532|11752352|17139284|20012879,Imming P (2006)|Chattopadhyay D (1998)|Chen X (2002)|Overington JP (2006)|Dasgupta A (2010)
etacrynic acid,476|6557,12680902|124205|127690|12713517|124600|15389563|11752352,Valdes RM (2003)|Ronquist G (1975)|Schurek HJ (1975)|Kiil F (2003)|Proverbio F (1975)|Bowes TJ (2005)|Chen X (2002)
ondansetron,3350|3360|3359|4988|3351,2164935|8588861|11752352|15740177|11763467|12032025|10065930|10517265|19320280|11972287|17269994|20098535|9506240|11919526,van Wijngaarden I (1990)|Mohan KC (1995)|Chen X (2002)|Gan TJ (2005)|Llacer JM (2001)|Arcioni R (2002)|Artaiz I (1998)|Fortuno A (1999)|Gallardo Lara V (2009)|Carvalho F (2002)|Szajewska H (2007)|Dimitrov DH (2010)|Gregory RE (1998)|Ramsook C (2002)
bimatoprost,5733|5731|8644|5737,19232013|16877408|14733708|10592235|11752352|12222762|689791|17724194|11740958|18452763|19697832,Gabelt BT (2009)|Ota T (2006)|Sharif NA (2003)|Berman HM (2000)|Chen X (2002)|Sharif NA (2002)|Mintz EE (1978)|Wan Z (2007)|Sharif NA (2001)|Lim KS (2008)|Neacsu AM (2009)
tiagabine,6529,11752352|20512624|17069932|16420077|18007567|16377242,Chen X (2002)|Sunol C (2010)|Henjum S (2007)|Pollack MH (2005)|Sheehan DV (2007)|Foster AC (2006)
cocaine,6530|6532|1128|6336|6531|11280|1129|6331,15351386|15113605|7500004|9387868|8302852|10366604|9537821|12057823|17016423|17139284|10420171|8797532|12672245|3047364|15880981|17038146|9876137,Carrera MR (2004)|Zhao Y (2004)|Galli A (1995)|Burchett SA (1997)|Corey JL (1994)|Barker EL (1999)|Tatsumi M (1997)|Patkar AA (2002)|Imming P (2006)|Overington JP (2006)|Rothman RB (1999)|Wilson JM (1996)|Kim DI (2003)|Sharkey J (1988)|Satish OS (2005)|Antzelevitch C (2006)|Wright SN (1999)
quinidine,3775|6331|9424|3757,8605869|9003761|15877619|17023504|16138883|17556186|16972995|11752352|9476974|20685573|10887187|18582585|10028924|15673388|15125690|15821840|16041196,Lesage F (1996)|Fink M (1996)|Itoh H (2005)|Stokoe KS (2007)|Grant AO (2005)|Ohgo T (2007)|Napolitano C (2006)|Chen X (2002)|Tella SR (1998)|Sheets MF (2010)|Patel AJ (2000)|Guerard NC (2008)|Po SS (1999)|Wolpert C (2005)|Dong DL (2004)|Lin C (2005)
zonisamide,4129|4128|6330|770|377677|767|56934|6327|55800|23632|6324|8913|759|8911|768|766|765|11280|6335|761|6331|11238|763|8912|771|6328|6329|6326|762|6323|760,18782051|20502722|11755227|14965331|19948168|8991786|7856330|15511691|18433351|14704463|20001433|19557119|20025128|17582922|17762320|19703035|18537527|17139284|17016423|8494570|15837316|18162396|18343915|11752352,Farooq MU (2008)|Murata M (2010)|Murata M (2001)|Murata M (2004)|Sonsalla PK (2010)|Okada M (1995)|Okada M (1994)|Leppik IE (2004)|Kothare SV (2008)|Sobieszek G (2004)|Schulze-Bonhage A (2010)|Zaccara G (2009)|Janszky J (2009)|Unknown Authors (2007)|Biton V (2007)|De Simone G (2009)|Supuran CT (2008)|Overington JP (2006)|Imming P (2006)|Masuda Y (1993)|De Simone G (2005)|Temperini C (2008)|Shank RP (2008)|Chen X (2002)
paricalcitol,7421,17016423|11752352|17139284|19494617|16076355|20204178,Imming P (2006)|Chen X (2002)|Overington JP (2006)|Brancaccio D (2009)|Andress DL (2005)|Wu-Wong JR (2010)
repaglinide,5468|6833,17082235|10773014|11716850|11728565|12196472|15219283|15380228,Scarsi M (2007)|Hu S (2000)|Sunaga Y (2001)|Dornhorst A (2001)|Hansen AM (2002)|Waengler B (2004)
anileridine,4988,17016423|11752352|17139284,Imming P (2006)|Chen X (2002)|Overington JP (2006)
phenformin,5562|3764,17369473|17995453|17603555|20188727,Zhang L (2007)|Chen S (2008)|Woollhead AM (2007)|Aziz Q (2010)
amantadine,116443|1813,15800186|10443547|8566141|9098680|9806328,Blanpied TA (2005)|Hesselink MB (1999)|Tomitaka S (1995)|Cousins MS (1997)|Ameri A (1998)
dinoprostone,5732|5731|5734|5733,19788928|17329241|20599704|11752352|18715952|16545798,Legler DF (2010)|Sugimoto Y (2007)|Tamiji J (2010)|Chen X (2002)|Baryawno N (2008)|Wise H (2006)
almotriptan,3352|3351,11642004|11752352|10193663|11134654|10824628|11069595|11050304,Gras J (2001)|Chen X (2002)|Napier C (1999)|Bou J (2000)|Fleishaker JC (2000)|Knyihar-Csillik E (2000)|van den Broek RW (2000)
ketotifen,3269|5142|5143|5141|5144|5150|5151|27115|8622|5226,1434122|7893266|11752352|8836617|18490184|16404130|8101246|16313925|1702263|17016423|17139284|20235752|10592235,Okabe S (1992)|Mita H (1995)|Chen X (2002)|Ito K (1996)|Werner-Klein M (2008)|Hashimoto T (2006)|Yokoyama H (1993)|Huang Z (2006)|Castillo JG (1990)|Imming P (2006)|Overington JP (2006)|Akkemik E (2010)|Berman HM (2000)
buprenorphine,4986|4985|4988,17244875|16953647|16443205|19666890|16169027|15100703|12435410|10729371|10942856|11275413|11752352,Boothby LA (2007)|Robinson SE (2006)|Lester PA (2006)|Induru RR (2009)|Megarbane B (2006)|Ide S (2004)|Mizoguchi H (2002)|Kishioka S (2000)|Zubieta J (2000)|Sanchez-Blazquez P (2001)|Chen X (2002)
levosimendan,5139|3764|7134|3767,16116344|17452812|11752352|12975736|10731446|10446160|11113122|12967628,Szilagyi S (2005)|Yildiz O (2007)|Chen X (2002)|Lehmann A (2003)|Levijoki J (2000)|Kleerekoper Q (1999)|Sorsa T (2001)|Sorsa T (2003)
cyclobenzaprine,3356,12498911|8884233,Honda M (2003)|Kobayashi H (1996)
phenoxybenzamine,154|151|148|152|146|801|150|147,11395517|7911719|1978244|10401556|8935707|12818701|7969082|9100252|3994963|3758070|6146911|3134891,Frang H (2001)|Michel MC (1994)|Suzuki E (1990)|Stam WB (1999)|Salles J (1996)|Yu Y (2003)|Minneman KP (1994)|Kuromi H (1997)|Lukas TJ (1985)|Suko J (1986)|Earl CQ (1984)|Cimino M (1988)
etretinate,5914|5915|6258|6257|5916|6256,9074840|1965892|9298126|10459139|8301142|17016423|17139284|10592235,Orfanos CE (1997)|Harnish DC (1990)|Billoni N (1997)|Saurat JH (1999)|Zitnik RJ (1994)|Imming P (2006)|Overington JP (2006)|Berman HM (2000)
famotidine,3274,1646056|12832840|16702624|18310651|16513821|12509588|19578661|17273750|2067140|16723495|11752352,Leurs R (1991)|Amagase K (2003)|Kesiova M (2006)|Ojiako K (2008)|Lesclous P (2006)|Weydert JA (2003)|Inan A (2009)|Fukuda M (2007)|Miyata K (1991)|Takahashi HK (2006)|Chen X (2002)
azacitidine,1786,19589026|16341239|15793220|18627335|17612710|20126405|14585280|12011120|2443243|11700387|11752352,Cataldo VD (2009)|Fenaux P (2005)|Kaminskas E (2005)|O'Dwyer K (2008)|Ghoshal K (2007)|Hollenbach PW (2010)|Leone G (2003)|Silverman LR (2002)|Glover AB (1987)|Silverman LR (2001)|Chen X (2002)
misoprostol,5733|5734|5732,18472336|12097143|11602631|16039053|9313928|11993717,Li J (2008)|Guan Y (2002)|Nataraj C (2001)|Nakae K (2005)|Kiriyama M (1997)|Crider JY (2002)
mesoridazine,1813|3356,11752352|16135699|15357957|11561066|10991983,Chen X (2002)|Burstein ES (2005)|Choi S (2004)|Rauser L (2001)|Herrick-Davis K (2000)
maprotiline,1133|6530|1813|3363|3269|3356|1129|1131|148|146|147|1132|1128|152|150|151|3358,7052344|6297650|6118411|20141432|17068778|17984940|12573515|15378668|6086881|10997731|6115693|6146381|1353628|7221567|9589848,Golds PR (1980)|El-Fakahany E (1983)|Doggrell SA (1981)|Cloonan SM (2010)|Saba W (2007)|Dronjak S (2007)|Arai S (2003)|Mochizucki D (2004)|Richelson E (1984)|Lucchelli A (2000)|Cavero I (1981)|Kanba S (1984)|Noguchi S (1992)|Peroutka SJ (1981)|Buckley NA (1998)
oxymetazoline,151|148|152|146|150|147,1666366|21948594|11774707|8894610|8564226|8768700|11527538|20030735|23364786|17164433|1327384|7892112,Uhlen S (1991)|Gaulton A (2012)|Shibata K (2001)|Yang HT (1996)|Furukawa K (1995)|Deplanne V (1996)|Gonzalez-Espinosa C (2001)|Haenisch B (2010)|Akinaga J (2013)|Mitrani P (2007)|MacKinnon AC (1992)|Lepretre N (1994)
salicylic acid,5742|1645|5743,15871445|11752352|15840771|16368818|15035793|14746879|5284360|18045204|15106733|15070163|15199473|15348270|17259377,Celik G (2005)|Chen X (2002)|Sun R (2005)|Liu X (2006)|Graham GG (2004)|Moon C (2004)|Vane JR (1971)|Dhagat U (2007)|Chae HJ (2004)|Fiebich BL (2004)|Wu KK (2003)|Elvira C (2001)|Zheng L (2007)
diethylpropion,6530|6531,17016423|17139284|19897080|11131159,Imming P (2006)|Overington JP (2006)|Arias HR (2009)|Yu H (2000)
salmeterol,154,11752352|10471277|11516429|11250877|1359777|12897749,Chen X (2002)|Rong Y (1999)|Green SA (2001)|Finney PA (2001)|Brogden RN (1992)|Meliton AY (2003)
meclofenamic acid,5742|3785|3786|240|5743,11094641|8454631|10639181|12225961|15198222|15598972|3020588|1539679|16290292|12409963|7825862,Shiels IA (2000)|Meade EA (1993)|Kalgutkar AS (2000)|Perez-Vizcaino F (2002)|Wilson JE (2004)|Peretz A (2005)|Boctor AM (1986)|Yu XY (1992)|Narsinghani T (2006)|Traupe T (2002)|Smith WL (1994)
methantheline,3274|1128,6116801|17016423|17139284,Hough LB (1981)|Imming P (2006)|Overington JP (2006)
hexafluronium,590,948350|11752352,Schuh FR (1976)|Chen X (2002)
cycrimine,1128,1267542|17016423|11752352|17139284,Vedasiromoni JR (1976)|Imming P (2006)|Chen X (2002)|Overington JP (2006)
demecarium,43|590,11752352|12641839|8430939|7196602,Chen X (2002)|Ward DA (2003)|Gum GG (1993)|Meiniel R (1981)
acetylsalicylic acid,5742|1645|7157|3309|5564|5565|53632|5563|5571|5562|51422|4792|4791|4790|1909|3551|5743|6197,17259075|11752352|17078596|17319904|17030227|17131625|18045204|21475861|11689471|22406476|22517326|10553090|8052854|10727528|9817203|17181859|17258197|17037745|17301265|17033106,Birnbaum Y (2007)|Chen X (2002)|Flipo RM (2006)|Guthikonda S (2007)|Stevenson DD (2006)|Schwartz KA (2006)|Dhagat U (2007)|Alfonso LF (2009)|Deng WG (2001)|Din FV (2012)|Hawley SA (2012)|Stevenson MA (1999)|Kopp E (1994)|Talbodec A (2000)|Yin MJ (1998)|Shen J (2006)|Nakano M (2007)|Wang HJ (2006)|Hall MN (2007)|Brzozowski T (2006)
phenprocoumon,79001,16201835|11752352|17192772|3207986|2706010,Reitsma PH (2005)|Chen X (2002)|Schalekamp T (2007)|Thijssen HH (1988)|Thijssen HH (1989)
fulvestrant,2099,11398912|11922402|12542403|12080538|12113237|20151846|11752352|15018596|15865850,Curran M (2001)|Elkak AE (2002)|Morris C (2002)|Dow KH (2002)|Bundred N (2002)|Kabos P (2010)|Chen X (2002)|McKeage K (2004)|Jones SE (2005)
felbamate,116443|2904|2903,17016423|17139284|10690753|18253065|18311896|11752352|10215667,Imming P (2006)|Overington JP (2006)|Harty TP (2000)|Luszczki JJ (2008)|Chang HR (2008)|Chen X (2002)|Kleckner NW (1999)
fexofenadine,3269,10597865|15286093|10864400|18336052|19545214|11752352|15352500|9506246|18797058|12712828,Cavero I (1999)|Tashiro M (2004)|Amon U (2000)|Devillier P (2008)|Smith SM (2009)|Chen X (2002)|Abbas MN (2004)|Markham A (1998)|Dhanya NB (2008)|Grzelewska-Rzymowska I (2003)
naratriptan,3352|3350|3355|3351,8741180|14725972|10563228|12010764|11897116|10410185|20687618|16389295|14728705|12463278|11752352|11152011|12434581|15320857|14614913|9650800,Pauwels PJ (1996)|Hoskin KL (2004)|Hargreaves RJ (1999)|Akin D (2002)|Donaldson C (2002)|Dulli DA (1999)|Johnston MM (2010)|Lambert GA (2006)|Boers PM (2004)|Massiou H (2002)|Chen X (2002)|Tfelt-Hansen P (2000)|Villalon CM (2002)|Villalon CM (2003)|Goadsby PJ (2003)|Pauwels PJ (1998)
rizatriptan,3352|3355|3351,8904614|12269863|15056946|9056052|9127118|11487512|12093318|11752352|15821444|9718276|12434581|15320857|14614913|9650800,Longmore J (1996)|Wellington K (2002)|Ikemoto F (2004)|Sciberras DG (1997)|Longmore J (1997)|Williamson DJ (2001)|Chen X (2002)|Wackenfors A (2005)|Wainscott DB (1998)|Villalon CM (2002)|Villalon CM (2003)|Goadsby PJ (2003)|Pauwels PJ (1998)
hydrocodone,4985|4988,16291875|11752352|14600248|18606504|10640321|20665209|2849950,Peckham EM (2006)|Chen X (2002)|Thompson CM (2004)|Walsh SL (2008)|Kotzer CJ (2000)|Stoops WW (2010)|Hennies HH (1988)
norgestimate,2099|5241,14670645|2175153|14672731|11752352|7750291|8384965|17107221|1324557,Pasqualini JR (2003)|Juchem M (1990)|Shields-Botella J (2003)|Chen X (2002)|Kuhnz W (1995)|Juchem M (1993)|Graziottin A (2006)|London RS (1992)
methylprednisolone,2908,17016711|11752352|17251323|17182172|17068119,Juruena MF (2006)|Chen X (2002)|Quesnell RR (2007)|Owen HC (2007)|Boivin MA (2007)
pindolol,3350|154|153|3351,10331108|10435400|10490909|10088139|10432475|11752352|1678274|1687398|1666931|16574446|1979630|8884690|14608456|2907348|2148726|10727715|3141589|2664084|2512511|7944828,Haddjeri N (1999)|Andree B (1999)|Fornal CA (1999)|Smeraldi E (1999)|Gobert A (1999)|Chen X (2002)|Wheeldon NM (1991)|Doggrell SA (1991)|Dejgaard A (1991)|Rubenstein LA (2006)|Doggrell SA (1990)|Watkins DJ (1996)|Joseph SS (2003)|Brodde OE (1988)|Berendsen HH (1990)|Dawson LA (2000)|Herrick-Davis K (1988)|Leonhardt S (1989)|Ariani K (1989)|Terron JA (1994)
mepivacaine,6336,17016423|20044988|17139284,Imming P (2006)|Leffler A (2010)|Overington JP (2006)
zaleplon,706|2554,17016423|17139284|12404558|10515302|15783240|12608888,Imming P (2006)|Overington JP (2006)|Patat A (2001)|Sanger DJ (1999)|Barbera J (2005)|Terzano MG (2003)
bromfenac,5742|5743,11752352|16846546|16982289|12016548,Chen X (2002)|Waterbury LD (2006)|Sanchez-Matienzo D (2006)|Chitturi S (2002)
apraclonidine,151|150|148,1676991|11481271|17139284|16935593|17016423|20399934|16921219|17824139|14575724|12630335|15748550|17572343|15937427|18454417,Liu JH (1991)|Wikberg-Matsson A (2001)|Overington JP (2006)|Chen PL (2006)|Imming P (2006)|Sueke H (2010)|Mirzai H (2006)|Moodley AA (2007)|Costa VP (2003)|Unknown Authors (2003)|Scheinfeld N (2005)|Watts P (2007)|Freedman KA (2005)|Kawasaki A (2008)
telmisartan,5468|185,15617852|17691961|18580862|15868121|16938288|16154710|19147680|9259062|15498586|11444497|11408526|9878991|10067800|11558835|11752352|20448797,Yamagishi S (2004)|Yamagishi S (2007)|Kurtz TW (2008)|Kurtz TW (2005)|Imayama I (2006)|Yamagishi S (2005)|Tagami T (2009)|Strohmenger HU (1997)|Fujimoto M (2004)|Balt JC (2001)|Gohlke P (2001)|McClellan KJ (1998)|Karlberg BE (1999)|Sharpe M (2001)|Chen X (2002)|Galzerano D (2010)
desloratadine,3269,18336052|17902729|15564772|12642846|11752352|18797058|8174605|7581058,Devillier P (2008)|DuBuske L (2007)|Wu RL (2004)|Simons FE (2003)|Chen X (2002)|Dhanya NB (2008)|Letari O (1994)|Cieslewicz G (1995)
