drugName,entrezGeneIds,pubmedId
panobinostat,9759|3065|55869|3066|10013|79885|10014|83933|8841|3845|9734|51564|4297|8314|6598|673|4613,24694055|22693356|19490892|26725216|27443263|22038994|26920892|21464044|26733615
meclizine dihcl,51053|29994|9682,
gnf-pf-1919,387129|4137|5315|60489|9294|251|4088|5423|9682|3064|200316|5965|10919|4780|10951|7486|3417|6311|2237|5429|29127,
gambogic amide,207|5594|4916|4914|4915|5595,17911251
triamcinolone,2247|4780|6513|7040|1557|367|348|2539|866|285834|4790|590|2908|909|113263|1576|1544|1394|1559|301|4312|1565|4023,15923512|10199793|12174062|22931300|9150415|1197440|7937594|11767704|21991891|19210659|15128701|22248724|18539200|12123742|4077022
pd-168393,660|1956,18667312|17334377|23988354|10346932
chembl3545420,983|1019|1017,
tak-114,6774,
chembl2062257,150|152|151,
losartan,185|27347|57118|1576|4868|7364|54658|1577|5243,21993215|25410890|15743363|10594793|20436376|16509571|18695978|9187528|27338075
tyrosine kinase inhibitor,3315|2149|6696|4312|5562|2670|5328|928|185|5076|5697|7252|2641|5979|3084|994|6356,8875961|15383630|12176960|15324351|11978788|10629745|11401334|11245436|7592610|15713908|15569307|10970776|7829987|10781369|16849418|17539658|15498512|10527858
flutamide,1576|332|6097|1557|3559|367|4353|5037|10919|7054|1544|4780|8856|2539|366|354|7432|1559|1026,9187528|15735703|22931300|11312147|16330533|12377983|11223814|16055512|12021052|7541862|10822172|26000489|16281084
remogli ozin-etabonate,6527,
glucocorticoids,1586|514|3133|3283|3824|113263,25157341|26307125|31932420|26453102|21991891
bas-8770957,5292|9682,19179076
tetraethylammonium chloride,2778,
harman,1576|1544|3028|8438|79915|1565,
chembl1946170,2321|673|5156|5159|25|2444|3815|4921|2324|5894|5600|7010|5979|2263|3791|2260,
isonipecotic acid,2569|2561|2554|2566,25038482
pmid30107136-compound-example15,5133,
resorcinol compound 28,7299,
gw441756x,817|3654|1020|238|23683|4916|4751|1859|3791|84446|9748|5292|983|9263|1017|2260|4140|6787|51776|147746|2444|4067|640|3643|5261|9475|3932|51135|3480|5979|3702|6850|6788|5562|25865|5586|9448|9212|1457|2241|2932|1453|6093|5871|6198|1196|4914|10110|1452|6790|2011|4915|415116|11183|4137|50488|5601|818|6197|2324|11200|57396|7525|28996|6714,
quinoline derivative 11,5027|3757,
guaifenesin,1576|1565|1559|1544,22931300
yuanhuadine,2475|5595|4233|1956|5594,21916433
butyrylhydroxamic acid,83933|9734|10013|55869|3066|8841|9759|3065|51564|10014|79885,21874153
gabapentin,774|5243|781|2026|9254|4842,17328248|15780189|12817894
skimmianine,1544|1557|1576|3028|43,
sulpiride,1813|3757|1565|1557|1814|1576|1544|1559,22931300|22632094
gramine,1565|7253|1576|3028,
azd1480,3717|5979|3716,21926964|23056499
aryl carboxamide derivative 4,6335,
aminodimethoxyquinazolinylpiperazine,7334|317|2237|11069|29127|8438,
chembl3545188,6752|6753|6751|6755,
baf312,1901,
carboxamide derivative 10,824,
clotiazepam,2556|2562|200959|2554|2558|2570|2569|2568|2560|2567|2564|2566|706|2561|2563|2565|2555,
chembl1742981,94025,
fludioxonil,5468|367|6256,
pyrrolo-pyridone derivative 3,7297|3716,
dimethylphenylpiperazinium iodide,9682|10919|200315|60489,
tcmdc-125620,2778|8484|4780|3064|4886|7026|3417,
chembl2108679,57142,
etirinotecan pegol,7150,
cgrp,10203,
piperazine carbamic compound 2,57406|11343|2166,
chembl3039596,1636,
pmid28454500-compound-33,50865,
acetyldigitoxin,476,
methacycline hydrochloride,2237|9682|328|5423|11201|51426|5429|29994|29127|5965|26013|7068,
gsk126,8289|4613|2146,25686104|29202477|26936398|26360609|26304929|25605023|27135738
ngd 94-1,8913|1815,
nsc-720622,7486|9682|10951|4780|6311|2237|5347,
pyridine-2 -4-dicarboxylic acid analog 1,390245,
blu-667,5979,
doxazosin,79915|147|146|148|2475,
cd19.car t cells,930,
nsc-699479,2237|6311|10951|29127|9682|7486|5347,
ly-2090314,415116|983|57396|57551|6197|1020|4140|817|3932|1859|9748|5562|9263|1196|818|5292|5170|816|5580|5586|6732|1017|5582|6788,
pmid28092474-compound-33,3064,
tideglusib,2932|2931,
cid 3237815,60489|6606|6607|7157|3028|3417|51053|1499,
dextromethorphan,5243|1565|1576|10280|2074|116443,15582917|9187528|9974119|12151071|21422192
pmid29671355-compound-27,3065|10013,
isoflavone derivative 5,6608|2735,
chembl1318287,1136|1143,
ci-218872,3028|1544,
gnf-pf-2272,2584|79915|26191|51053|317|9294|3417|23192|6311|4088|641|10411|11201|26013|4351|2139|5778|5429|23081|7157|4780|2597|7398|9682,
propericiazine,148|147|146,
gnf-pf-2324,3064,
dndi1417097,4780|9367,
nitazoxanide,1576|4864|4780|387129|4137|6607|6606|7421|196|367|7157|5315,
pmid28394193-compound-54,2146,
pmid29649907-compound-12,9971,
gnf-pf-5029,29994|1544|251|60489|387129|4780|200316,
prt-062607,6850,24419749
chembl1200472,2560|2554|2568|2559|2562|2556|2555|2564|2566|2557|2567|2558|55879|2563|2561|2565,
anastrozole,1588|1545|2099|8600|3481|58508|54657|5243|4982|2064|81027|5241|2100|9448,18256205|11983488|29755131|23371966|25148458|20048079|9928669|9928668
chembl3545295,5467|5468,
pyrrolo[2 -3-d]pyrimidine derivative 26,695,
acetaminophen / codeine,2539|1565,
deoxynojirimycin,2717|8972|2548,
gossypetin,216|3248|4791|390245|4790|51426|4137|7421|5970|328,25190466
nsc-632536,4137|247|2671|29994|4297|9682|5893|4221,
tecarfarin,79001,
chembl1112,3350|3356|1813,
selegiline,1565|1559|1557|6869|1555|1576|4129|4128|6580,22931300|17638512|11470993|9187528|21680183|23631427
mtc-896,4161,
fenpyroxymate,367|4780,
cetylpyridinium bromide,2237|2740|4780|5893|3064|367|3417|3320|7398|6097|5319|23192|29127,
chembl1201012,2908,
porfimer sodium,3949,
dcc-3014,1436,
chembl1079593,5295|8503|23533|5290|5294|5296|5293|2475|5291,
navitoclax,5290|599|11201|5728|7525|3845|596|598|51426|7157|673,27197306|26474387|25665005|26725216|24749893|24983357
amg 386,4160|285|284|1139|7292,
carbimazole,1544|3123|7173|3106|1559|1557,22931300|26599303|26151496
phentolamine,1557|150|1813|6517|3767|1565|7298|250|148,16407989|10381893|9326676|2866100|2444242
px-478,3091|29072,
tetracycline,6898|8856|3605|5243|3326|1544|3949|3320|1576|2150|5778|6647|1565|1559|1557,2154|17785852|22931300|9470171|19258275
tcmdc-124266,4780|60489|5893|2237|5423|200315|8438|51426|11201|328|3417|5429,
phenolphthalein,9290|3757|2099|5468|9971|2908|6097|1576,
mmv000753,3757,
chembl750,6328|6329|6336|6332|6335|6326|6323|11280|6334|6331,
chembl3545402,2324|3791|2321|5159|5156|3815,
chembl236593,10203,
gm-csf,6197|7161|5657|5054|332|3627|1437|632|5290|7049|7177|3385|7253|1438|921,8662788|15126418|10792393|8260700|16403261|11591765|2655592|15107457|12471017|9130550|12600815|12574393|10379842
pmid29130358-compound-sb-3ct,4313|4318,
bl-7040,54106,
sr-59230a,7157|7253|1544,
nsc-125034,3248|1557|216|1544|3091|3028|1559,
medroxyprogesterone acetate,367|2078|387129|1576|6097|4780|3576|216,15914533
z-pro-prolinal,216|7421|4137|10919,
mirtazapine,3952|3358|3359|150|51083|1557|25970|1577|121278|1565|3356|9135|1555|1559|2289|6517|3350,12518269|28694205|18695978|18496129|22926595|20709156|15565110|16002093
alpha-glucosidase,8972,
anti-mif monoclonal antibody,4282,
ethyl eicosapentaenoic acid,5468|5742|5467|5743,
chembl3545396,2064|2321|2324|1956|3791|2066,
chembl592445,5295|2475|5293|23533|8503|5294|5296|5290|5291,
dienestrol,247|51053|4780|2099|1576|154|246,
lu af35700,1813,
adenosine,9153|9154|64078|136|60482,23388705
sj000093125,3757,
jnj-5207852,5893,
nifuraldezone,51053,
chembl1059,10369|778|777|785|8911|774|10368|59284|8913|784|9254|59285|55799|775|93589|779|773|786|27091|783|8912|781|782|776|27092,
diflunisal,3028|5742|4780|5743,
terazosin,148|1559|1557|3064|146|1577|1576|1565|147|1544,22931300|18695978
butylated hydroxytoluene,1559|1557|1565|1576|10|6256|1544|5599,22931300|11807928|11228746
chembl1201505,2244|2266|2243,
pmid26560530-compound-23,7052,
mefenamic acid,5742|1565|1557|55775|1576|3091|5743|4780|1559|1544,22931300
bcg,2920|3106|3600|5599|174|5610|4842|581|5290|7124|355|653509,18217952|17028812|11441103|15213127|14742634|6155303|16301626|16142388|9393826|10022737|11359651|10926544
didanosine,22978|1565|367|1559|1576|1557|7124|1544|7498|7133,23315321|22931300|9430255
quinoline and quinazoline derivative 4,7422,
chembl1569,116444|2902|2906|2904|2905|2903|116443,
radanamycin,3326|3320,16464590
neu-2000,2905|2904|2902|116443|116444|2906,
methylphenobarbital,2559|2554|2557|2555|2891|1137|2558|2898|1139|2556|1557,15499191
zardaverine,3248|1544|1557,
phenytoin,1557|4908|6323|7038|1565|4780|1544|54578|5460|1559|7200|2052|1576|10877|3106|10|7366|4524|1588|6331|6513|1577|6326|1548|361|1543|1555|8856|7422|2554|54600|2678,7841657|17001291|3935423|24915025|22931300|26049587|6262046|19952982|12083967|9182861|15698863|12673034|23859570|18784617|25155934|12386121|19702528|19442086|11038165|14704462|8886611|18572411|26951882|21121773|17638512|15458527|10563481|12402220|1346382
chembl2177390,208|10000|207,
emapalumab,4068|3458|8676|5551|331|6813|201294|5873,
chembl2109621,3685|3688|3693|3690|3694,
il-1,3554|4150|6355|3576|3164|51135|3082|7850|3687|7052|1649|1437|3976|4609,8844493|9923819|2162889|11809795|8189067|2250017|7688736|15063754|15084582|8698619|2564407|12606540|11429163|8382509|1908322
gw837331x,7525,
chembl2326966,5290|5295|5293|23533|5291|2475|5296|5294|8503,
hypericin,3248|7068|328|4780|641|1543|247|10919|4137|51426|1565|2648|5965,17219054|14633740|15100173
butalbital,1137|2898|2558|2559|2891|2556|2557|1139|2554|2555,
indolinone derivative 1,5163,
benzo[d]isothiazol-3-one,7068|10919|9971|367|6256|7486|320|4780|11201|2648|774|9682|4137|29994|5347,
us9216972 - 67,1903,
hoe-33342,4137|51426|6607|2648|6606|5965|10919,
alemtuzumab,1043|6387,27173875
nsc-93817,10919,
gdc-0973,5609|5604|673|5608|5606|6416|5605|4763|3845|5607,
e7449,545|675|672|546|472,26513298
perampanel,2893|2891|2892|2890,
gnf-pf-1307,10919|2194|79915|51053,
cp-868596,5156|6714,
zolpidem,2554|2556|367|1576|1577|2567|706|2555|3028,9187528
norelgestromin,2099|367|5241,
dipeptidyl peptidase 4 (dpp-4) inhibitors,54901|6934,27166975
ranolazine,5243|6335|1576|6331|1565|5340,24433361|9187528
chembl1743045,7162,
chembl1207366,2905|2904|116444|2906|2903|116443|2902,
zapa,3248|10919|1559|7421|216|3028|4137,
nsc-228155,5965|4137|5423|11069|2597|4088|7421|6622|29994|5429|7468|10951|51426|6311|3973|7251|2744|2648|3417|2237|54106|7465|5594|5347|839|2778|3320|7486|7253|9682|10411|3064|216|10919|11201,
enoxolone,1557|5580|5578|51426|5579|1559|5468|1565|1576|57016,22931300|24461294|21888390|21561086
gnf-pf-3149,4864|9367|1544,
ogx-427,3315,
mu delta,4985|4988,
meso-hexestrol,1576|247|367|1559|4780|51053,
niacin receptor agonist,338442|8843,
torasemide,1636|2784|6557|100379251|118|6559,20877298|17460608
altissimacoumarin c,23411,22799262
lovastatin,338|1565|1559|1557|3949|5291|6097|1071|3952|3156|3417|5294|8856|28234|207|4907|54659|7364|5617|4023|3988|116519|5243|7035|1577|2222|7421|8529|6606|54658|6607|1576|7057|5829|1558|929|10919|1544|11309|1017|10599|1244|6646,2351867|7662319|1588827|22931300|16103896|9072409|10083765|15953363|24726306|17472962|11884371|9316617|8663292|11380065|19530961|7600119|18695978|15284534|7685352|17142457|10543307|11581207|7506029|22281720|15616150|10213372|9553123|18302447|17655375|26020121|10601278|17563401|18815589|18332269|18261733|15199031|2268271
carteolol,153|154,2903243
hydromorphone,4986|1565|4985|4988|1577,17986163|18695978
pmid25435285-compound-43,2912,
amiodarone,148|3757|153|5243|1559|796|1576|7038|1544|653509|1577|1557|1565|6713|51053|3753|9722|6331|10951|1573|2475,22931300|9187528|8778159|11597911|18695978|16451055|16537817|11997281|14999113|19923256
kul-7211,154|155,
xanthoangelol b,51053|57337|123228|26054|836,
racepinephrine,51426|4137|1812,
pmid28766366-compound-scheme6pyrrolo[2 -3-d]pyrimidines,1859,
chembl3545263,673|5894,
ro-229735,2566|2560|2561|2554,21751815
lomofungin,9682|4170|5347|10919|1845|2744|51426|4154|390245|641|5300|2237|5429|7068|29994,
imidazo[1 -2-b]pyridazine acetamide derivative 5,706,
fused aryl carbocycle derivative 3,27346,
il-12,332|627|7157|7297|2064|3605|1027|7052|6775,12895357|16026835|16751417|10229872|16423037|12097373|15905580|9547334|15178894|16324152|15356157|11160329|10861035|11965047|16301617|11418001|10097133|9079804|10415122|12123550|9144409|10458767
icaritin,2099,
dndi1417156,123228|26054|7486|29994|57337|29127|836|9682|51053|200316|641|10919|7468,
chembl565612,23683|5580|5578|5588|5583|5590|5581|5584|5579|5582|5587,
gk1-399,2645,
mitotane,1555|6097|3757|4780|472|2099,23524664
pd-98059,3880|133|1576|1559|4137|7421|332|4864|5340|1604|4193|4760|1557|3164|5315|6606|1544|632|5594|79915|4609|1027|3248|7157|7066|6517|5602|4583|5595|93659|1565|2516|2064|1828|6607|9367|3265,15793288|10830296|15930183|11313272|15613028|11528371|15385570|12297313|15956019|11196459|11031257|11978788|10753939|9467952|12391274|11250936|17176485|10318905|11781826|12883735
felodipine,776|1576|783|781|4137|5243|775|4650|779|3952|51053,9187528|2833901|16097363
aav2-hrpe65v2,6121,
grc-15300,7442,21041957
hydralazine,6607|9367|1544|7066|5315|1576|8639|1559|1565|79915|1557|6606|10919|4864|3308,22931300|12047041
brigatinib,238|1956|6098,27836716|29650534|27049722|26951079|28475456|25727400|28287083|25588040|26372962
gtp-200,2693,18071299
enoxamast,10919,
pimethixene,1565,
gnf-pf-2954,9682|4286|29994|10919|317|4088,
pmid27774822-compound-figure10example1,2185|3717|3718,
detd-35,5728|673,27048951
monatepil,367,
chembl2105704,3791|2321|2324,
cetuximab,2638|5290|4893|137492|5728|2066|1950|3845|10718|11156|5604|374|1956|673|2069|1839|4233|2064|3084|2212|5979|685|7039|3417|9542|4771|207|7157|4089|627|11320|595|4907|3576|2214|2065|3265|2263|3791,29208668|20619739|19223544|25838391|27002107|28179366|25605843|22016507|21163703|27207775|23959273|16788380|27897268|18349392|26812186|19075190|19255327|22734028|23182985|21228335|17384584|26623049|2278970|19114683|21398618|20921465|18316791|19679400|18794081|21975775|16361624|16618717|19773371|26371285|24558511|3122217|16434492|19018267|20921462|25157968|12460918|20978259|22407852|22392911|23406027|26715098|26666244|25714871|26341921|27458141|28280091|24304820|18202412|28632865|27312529|20570890|19064407|23867504|26644315|23374602|29196463|24653627|24934779|26888827|28287083|18003960|22152101|22270724|24894453|18794099|19001320|19603018|31566309|28363909|26989027|19571295|22281684|28972961|19603024|22180495|27729313|31515458|28424201|26438111|28783719|26208524|26287849|26916115|24523613|23729478|22586653|26296355|28223103|24024839|23325582|22537608|26162609|25183481|23071293|23324806|25210463|23090619|24727325|23296156|28719596|30318772|27149458|28446642|25724520|21900593|22199315|26059438|25623215|23948973|26243863|23020132|22608338|26619011|21483012|22351686|21156289|20368568|22048237|19561230|19010912|23549875|25024077|23489023|18541894|24586605|24508103|22773810|23833300|23812671|24576830|19238210|20818844|23612012|23251002|22356324|20857202|22536370|22997239|15035987|23470635|21663470|24594804|22586120|20413299|22805292|19537845|14679157|22663011|22038996|22448344|12068308|24163374|24354346|24583796|23031422|22735384|21683865|25370471|21639808|22649091|22241789|24570209|23918947|25989278|22389471|23934108|23524406|26678033|24388723|23845441|23614898|12460919|24107445|21594703|20350999|20630094|21426297|19404918|22743296|24396464|22972589|21129611|25673644|23404247|22722830|25666295|18946061|28275037|20956938|22246397|21575616|24957073|26046389|16651634|26222057|19455431|22452896|23102728|20068085|16707764|17653080|15710947|20479403|25668228|16912157|24893891|15728811|20573926|16258541|19692680|15118125|18227510|24658966|18199554|19922469|20033049|26515464|25923549|21783417|19692684|22753918|16187797|22452895|23945392|15329413|24636847|23816963|24729716|23816960|22285168|19096302|16204070|16043828|22215752|21194487|24065731|15118073|20022809|23948351|16115929|18458038|17332364|24623981|19147750|16011858|21430269|23578570|2302402|15737014|26720284|21670455|21233402|23242437|25923550|22588155|21531810|18303429|19671738|18089823|22117530|25520391|27102076|27216155|24063894|27251290|26843189|24813888|25948633|24141978|15908664|17704420|22797062|25677871
desvenlafaxine,6532|6530|1565,29327975
chembl2105683,5743|5742,
chembl1718,4985|4988|4986,
bvt.28949,3356,21629573
thiotepa,2950|3248|10919|7421|51053|216|367|1555,18854779|17638512
cct196969,673|4893,25500121|15294323|17210691|23431193
sphingosome encapsulated vinorelbine,203068,
dihydroergocristine,4137|152|1812|367,
sj000071854,5423|7486|2475|8438|2237|5893|51053,
azithromycin,1565|1559|1576|7035|7498|4363|1557|1544|4842,22931300|16113783|14730107|12697643
mn-305,3350,
acacetin,5970|1543|4791|1025|4088|1544|1024|4790|1565|3091|9367|1576|1545|240|1557,25190466|21482471|24368208
quinoxaline-2-carboxylic acid,246|3028|5347|216|9682,
sj000119988,10919|51053|9682|3417|6311,
chembl3545111,2064,
metaphit methanesulfonate,4286|3417|2740|10919,
n -n-hexamethyleneamiloride,79915|54737|1557|1544|10919,
quinidine,1559|3753|1557|6331|5243|3757|1576|1565|1544|1551,22931300|19117415|1671173|16842817|9863152|11353757|9187528
dndi1417599,3064|6622|390245|9682|23435|51053,
terbutaline,154,
pmid28766366-compound-scheme23mppderivatives,1859,
cadmium dichloride,216|367|4780|5965|7157|3248|246|2099|6097|239|328,
gs 6201,10733|6197|1017|1263|3654|1456,
ts-022,5729,
ds-7423,5290|5728|2475|5294|7157|5295|3845,24504419
clocortolone,301|5319|2908,
dndi1416955,3064|3417|9682|390245|26013|4088|29994|2740|79915,
terfenadine,1573|7066|3757|51053|3269|1437|5243|1576|3064|3741|2475,15861034|18701618|15718164|16253929|14999113|8836342|9187528|7670728|10213372
ng2-73,2554|2559|2555|2568|2561|2563|2558|2564|2569|55879|2565|2560|200959|2567|2562|2570|2557|2556,
ethopropazine hydrochloride,239|7157|246|4137|247|7398,
aminoglutethimide,1545|1583|1588|2796|7033|7038|2678,18256205|6373241|1590282|25900183|3781413|3427227
drospirenone,367|4306|5241|1557,
anguidin,79915|4780|3064|4088,
thiazole carboxamide derivative 16,5163,
chembl876,5743|5742|240,
gnf-pf-3951,4286,
chembl1200341,11280|6335|6334|6329|6326|6332|6323|6336|6328|6331,
xl147,5286|5294|5288|146850|5290|2064|5728|5296|5293|4233|6794|5295|8503|5291|23533|5289|3845|5287|30849|673,23948973|25637314|21216929|24166903
chembl1054,6559,
morphine,729230|2149|6532|5243|51347|4986|1565|5173|7364|2911|5187|3163|887|2641|2902|4985|1432|4988|3553|1813|3684|445329|9170|3164|8714|6915|79651|6855|6580|3763|1312,16831471|12373743|32432768|24703092|25311385|16580900|29474345|25155932|19514130|17898703|19523031|8351162|17986163|705020|17724700|25340733|12185559|28063968|31607718|12110611|15977398|14580950|10686338|8771563|6993188|12829326|11937560|29259946|17616524|18193048|18380425|27649267|11943831|15098168|17090705|10719211|32090339|3435201|21622719|18311899|10710628|23835420|27027462|11054766|12595695|28006928|15927391|23686330|21398039|23302985|26902643|23773341|9259381|25155931|25185591|28745577
