drugName,entrezGeneIds,pubmedId
{4-[3-(6 -7-diethoxy-quinazolin-4-ylamino)-phenyl]-thiazol-2-yl}-methanol,2203,10592235
(1-tert-butyl-5-hydroxy-1h-pyrazol-4-yl)-(6-methanesulfonyl-4'-methoxy-2-methyl-biphenyl-3-yl)-methanone,3242,17016423|17139284|10592235
domoic acid,2898|9682,17016423|17139284|10592235
aetiocholanolone,3501|51170|6822,10592235|17016423|17139284
n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,1508,10592235
guanosine,4860,17016423|17139284
soraphen a,32,17016423|17139284|10592235
calyculin a,5501|3064,17016423|17139284
4-(aminosulfonyl)-n-[(3 -4 -5-trifluorophenyl)methyl]-benzamide,760,17016423|17139284|10592235
dansylamide,760,17016423|17139284|10592235
3''-(beta-chloroethyl)-2'' -4''-dioxo-3 - 5''-spiro-oxazolidino-4-deacetoxy-vinblastine,801,17016423|17139284|10592235
3-amino-5-phenylpentane,1513|1515,10592235|17016423|17139284
3-butylthiolane 1-oxide,126,10592235
cis-[4 -5-bis-(4-bromophenyl)-2-(2-ethoxy-4-methoxyphenyl)-4 -5-dihydroimidazol-1-yl]-[4-(2-hydroxyethyl)piperazin-1-yl]methanone,4193,17016423|17139284
1-(2 -6-dichlorophenyl)-5-(2 -4-difluorophenyl)-7-piperazin-1-yl-3 -4-dihydroquinazolin-2(1h)-one,1432,17016423|17139284|10592235
cra_1802,5644,10592235
ttnpb,5915,15546741|10592235
3-(2-aminoethyl)-4-(aminomethyl)heptanedioic acid,210,17016423|17139284
2' -3'-dehydro-2' -3'-deoxy-thymidine 5'-triphosphate,4830,17016423|17139284|10592235
fkb-001,2280,17016423|17139284|10592235
6-hydroxyuridine-5'-phosphate,7372,17016423|17139284|10592235
d-methionine,10988,17016423|17139284
sulfamic acid 2 -3-o-(1-methylethylidene)-4 -5-o-sulfonyl-beta-fructopyranose ester,760,17016423|17139284
3-(prop-2-ene-1-sulfinyl)-propene-1-thiol,2936,17016423|17139284
5-{[(2-amino-9h-purin-6-yl)oxy]methyl}-2-pyrrolidinone,1017,17016423|17139284
alpha-d-mannose 6-phosphate,3482|4074,17016423|17139284|10592235
dihydrotestosterone,367|1103|3741|632|2346,10592235|17591767|12500968|6873629|8823008|12967649|8753752
3'-phosphate-adenosine-5'-phosphate sulfate,6783,17016423|17139284
ru78783,6714,17016423|17139284|10592235
octanoyl-coenzyme a,1892|1632|34,17016423|17139284|10592235
2 -4-diamino-6-phenyl-5 -6 -7 -8 --tetrahydropteridine,4846,10592235
4-(2 -4-dimethyl-thiazol-5-yl)-pyrimidin-2-yl]-(4-trifluoromethyl-phenyl)-amine,1017|890,17016423|17139284|10592235
n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide,55869,17016423|17139284|10592235
6-(4-difluoromethoxy-3-methoxy-phenyl)-2h-pyridazin-3-one,5144,10592235
2 -4-diamino-6-[n-(3' -4' -5'-trimethoxybenzyl)-n-methylamino]pyrido[2 -3-d]pyrimidine,1719,17016423|17139284|10592235
d-limonene 1 -2-epoxide,392399,17016423|17139284|10592235
piretanide,6557|3091|367|10919|3028,11752352
k201,308,10592235
phosphothiophosphoric acid-adenylate ester,5207,17016423|17139284
coa-s-acetyl tryptamine,15,17016423|17139284|10592235
(2r)-n-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide,367,10592235
5'-deoxy-5'-(methylthio)-tubercidin,4507,17016423|17139284|10592235
1-methoxy-2-(2-methoxyethoxy)ethane,7184,17016423|17139284|10592235
4-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-butyric acid,5320,17016423|17139284|10592235
heptanoic acid,5319,10592235
inositol 1 -3-bisphosphate,8411,17016423|17139284
hymenialdisine,1017|983|1020,17016423|11752352|17139284|10592235
alpha-aminoisobutyric acid,4852|1392,10592235
2-thiomethyl-3-phenylpropanoic acid,4317,17016423|17139284|10592235
(5-chloropyrazolo[1 -5-a]pyrimidin-7-yl)-(4-methanesulfonylphenyl)amine,1017,17016423|17139284|10592235
8 -9 -10-trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1 -3-diaza-spiro[4.5]decan-4-one,5837,17016423|17139284|10592235
fluoro-willardiine,2891,17016423|17139284|10592235
n-ethylmaleimide,1178|7066|51053|10919|302|59343,17016423|17139284|16408090|22801642
4-(5-bromo-2-oxo-2h-indol-3-ylazo)-benzenesulfonamide,1017,17016423|17139284|10592235
4-(4-chlorophenyl)imidazole,1555,17016423|17139284|10592235
pnu177836,5770,17016423|17139284
n1 -n14-bis((s-methyl)isothioureido)tetradecane,4846,17016423|17139284|10592235
para-mercury-benzenesulfonic acid,1178|2100,17016423|17139284|10592235
4-[3-methylsulfanylanilino]-6 -7-dimethoxyquinazoline,1432,17016423|17139284|10592235
n-(2-thienylmethyl)-2 -5-thiophenedisulfonamide,760,17016423|17139284|10592235
cysteine-s-acetamide,4938|6035,10592235|17016423|17139284
imino-tryptophan,1610,10592235
cra_10972,5644,17016423|17139284|10592235
s-ethyl-n-[4-(trifluoromethyl)phenyl]isothiourea,4842,10592235
hydroxydimethylarsine oxide,2779|231|4846,17016423|17139284|10592235
2-(thiomethylene)-4-methylpentanoic acid,10863,10592235
methyltrienolone,367|10499|5241,10592235|17016423|17139284
quisqualate,2891|2898|9682|10919|390245,17016423|17139284|10592235
glutathione sulfonic acid,2938|2950|2948,17016423|17139284|10592235
3 -8-diamino-6-phenyl-5-[6-[1-[2-[(1 -2 -3 -4-tetrahydro-9-acridinyl)amino]ethyl]-1h-1 -2 -3-triazol-5-yl]hexyl]-phenanthridinium,43,17016423|17139284|10592235
arsanilic acid,4069|390245|2099,17016423|17139284|10592235
5-fluoro-beta-l-gulosyl fluoride,4124,17016423|17139284|10592235
epothilone b,7278|81027|7846|10376|51807|10382|84790|10383|10381|7277|203068,17016423|17139284
phenylalanine-n-sulfonamide,1357,10592235
di(n-acetyl-d-glucosamine),4069|2683,17016423|17139284|10592235
6-hydroxy-1 -6-dihydro purine nucleoside,100,17016423|17139284|10592235
cra_1801,5644,17016423|17139284|10592235
4-(2 -5-dichloro-thiophen-3-yl)-pyrimidin-2-ylamine,1017,17016423|17139284
5-beta-d-ribofuranosylnicotinamide adenine dinucleotide,126,17016423|17139284|10592235
ulapualide a,58,17016423|17139284|10592235
1-tert-butyl-3-(4-chloro-phenyl)-1h-pyrazolo[3 -4-d]pyrimidin-4-ylamine,6714|4067|3932,10592235|17016423|17139284
2-methyl-3-(2-aminothiazolo)propanal,5972,10592235
phosphoglycolohydroxamic acid,7167,17016423|17139284|10592235
1h-benoximidazole-2-carboxylic acid,1509,17016423|17139284|10592235
s-octylglutathione,2948,17016423|17139284|10592235
1-methyloxy-4-sulfone-benzene,4314|4322,17016423|17139284
1 -8-di-hydroxy-4-nitro-anthraquinone,1457,10592235
4-(aminosulfonyl)-n-[(2 -5-difluorophenyl)methyl]-benzamide,760,17016423|17139284|10592235
nitrilotriacetic acid,4057|9682|4780,17016423|17139284|10592235
udp-alpha-d-glucuronic acid,26229,17016423|17139284
5-phosphoarabinonic acid,2821,17016423|17139284|10592235
1-(5-tert-butyl-2-p-tolyl-2h-pyrazol-3-yl)-3-[4-(2-morpholin-4-yl-ethoxy)-naphthalen-1-yl]-urea,1432,17016423|17139284
7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide,5328,17016423|17139284|10592235
6-carboxymethyluracil,1806,17016423|17139284|10592235
dazoxiben,6916,17016423|11752352|17139284|10592235
4-piperidino-piperidine,1066,10592235
2-aminobenzyl alcohol,1675,17016423|17139284
acetoacetyl-coenzyme a,3033|35|1892,17016423|17139284|10592235
sri-9662,1719,17016423|17139284|10592235
(r)-n-(1-methyl-hexyl)-formamide,126,17016423|17139284|10592235
(1-methyl-1h-imidazol-2-yl)-(3-methyl-4-{3-[(pyridin-3-ylmethyl)-amino]-propoxy}-benzofuran-2-yl)-methanone,4836,10592235
3-decyl-2 -5-dioxo-4-hydroxy-3-pyrroline,54363,10592235
7-nitroindazole-2-carboxamidine,4846,10592235
4-{2 -4-bis[(3-nitrobenzoyl)amino]phenoxy}phthalic acid,5837,17016423|17139284|10592235
selenazole-4-carboxyamide-adenine dinucleotide,3615,17016423|17139284
2-{3-[4-(4-fluorophenyl)-3 -6-dihydro-1(2h)-pyridinyl]propyl}-8-methyl-4(3h)-quinazolinone,142,17016423|17139284|10592235
3-methoxybenzamide,142,17016423|17139284|10592235
pasbn,6714,10592235
17-dmag,3320,17016423|17139284|10592235
crc200 (chiron-behring),5644,17016423|17139284|10592235
6-[(z)-amino(imino)methyl]-n-[4-(aminomethyl)phenyl]-4-(pyrimidin-2-ylamino)-2-naphthamide,5328,17016423|17139284
ic261,1455|51107|83464|23385|5663|1453|5664|55851,10592235|20350806|24592867
cyclopropyl-{4-[5-(3 -4-dichlorophenyl)-2-[(1-methyl)-piperidin]-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine,5602,17016423|17139284
hydroxyacetic acid,2539,17016423|17139284
n'-(2s -3r)-3-amino-4-cyclohexyl-2-hydroxy-butano-n-(4-methylphenyl)hydrazide,10988,17016423|17139284|10592235
2-(sec-butyl)thiazole,392399,17016423|17139284|10592235
pyroglutamic acid,3060|440021|280|7422|7032|3537|10863|283|276,10592235|17016423|17139284
5-hydroxymethyl-chonduritol,280|276,17016423|17139284|10592235
8-(2 -5-dimethoxy-benzyl)-2-fluoro-9h-purin-6-ylamine,3320,10592235
tetramethylammonium ion,2582,17016423|17139284
n-aminoethylmorpholine,1509,17016423|17139284|10592235
6-nitroindazole,4843|4846,17016423|17139284|10592235
ribose-1-phosphate,4860,17016423|17139284|10592235
2-(oxalyl-amino)-4 -7-dihydro-5h-thieno[2 -3-c]pyran-3-carboxylic acid,5770,17016423|17139284|10592235
thymidine-5'- diphosphate,4830,17016423|17139284|10592235
ru82129,6714,17016423|17139284|10592235
myo-inositol,2629|10423|351,17016423|17139284|11752352
n-acetyl-d-allosamine,1118,17016423|17139284
2-chlorophenol,1432,17016423|17139284
pas219,6714,10592235
5-bromo-n-(2 -3-dihydroxypropoxy)-3 -4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide,5604,17016423|17139284
para-toluene sulfonate,4069|1512,17016423|17139284|10592235
1-benzyl-5-methoxy-2-methyl-1h-indol-3-yl)-acetic acid,5320,17016423|17139284|10592235
5-[4-(1-carboxymethyl-2-oxo-propylcarbamoyl)-benzylsulfamoyl]-2-hydroxy-benzoic acid,836,17016423|17139284|10592235
2 -4-diamino-5-(3 -4 -5-trimethoxy-benzyl)-pyrimidin-1-ium,1719,10592235
mant-adp,79784,17016423|17139284|10592235
benzamidine,6768|5644|1632|1457|5646|475|5328|5645|5653,17016423|17139284|10592235
acetylcholine,43|1636,17016423|17139284|10592235|10334805
[3-(1 -3 -2-dioxaborolan-2-yloxy)propyl]guanidine,5646,10592235
s-p-nitrobenzyloxycarbonylglutathione,2739,17016423|17139284
3-(2-benzothiazolylthio)-1-propanesulfonic acid,7167,10592235
2-(beta-d-glucopyranosyl)-5-methyl-1 -2 -3-benzimidazole,5837,17016423|17139284|10592235
[2(formyl-hydroxy-amino)-ethyl]-phosphonic acid,7167,17016423|17139284|10592235
4-iodobenzo[b]thiophene-2-carboxamidine,5644|5328|2147,10592235
8-(2 -5-dimethoxy-benzyl)-2-fluoro-9-pent-9h-purin-6-ylamine,3320,10592235
n-omega-hydroxy-l-arginine,383|4842|4843|4846,17016423|17139284|10592235
flavin adenine dinucleotide,56605|4128|34|1738|27034|35|51706|2232|1728|7296|1610|2671|3712|259307|4835|1806|2936|9131|5447|7498|2639|51|1727|4842|7398,17016423|17139284|10592235
phenylalanylmethane,1215,10592235
2' -3'-dideoxythymidine-5'-monophosphate,1841,17016423|17139284
b-2-octylglucoside,7053|6010,17016423|17139284|10592235
3h-pyrazolo[4 -3-d]pyrimidin-7-ol,3251,17016423|17139284|10592235
{[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid,5770,17016423|17139284|10592235
1-(2-deoxy-2-fluoro-3-o-phosphono-beta-l-ribofuranosyl)pyrimidine-2 -4(1h -3h)-dione,6035,17016423|17139284|10592235
d-myo-inositol-1 -4-bisphosphate,3633,17016423|17139284|10592235
cra_8696,5644|5328|2147,10592235
(s)-hmg-coa,3156,17016423|17139284
cra_10433,5644,10592235
1-proponol,4069,17016423|17139284|10592235
3 -5-dichloro-4-[(4-hydroxy-3-isopropylphenoxy)phenylacetic acid,7068|7067,17016423|17139284|10592235
sinapoyl coenzyme a,118881,17016423|17139284|10592235
2-[4-(4-hydroxy-3-isopropyl-phenoxy)-3 -5-dimethyl-phenyl]-2h-[1 -2 -4]triazine-3 -5-dione,7068,17016423|17139284|10592235
alpha-fluoro-carboxymethyldethia coenzyme a complex,1431,17016423|17139284|10592235
1-(4-aminophenyl)-3 -5-dimethyl-1h-pyrazole-4-carboxylic acid ethyl ester,5144,10592235
u-pi-a-pi,6035,17016423|17139284|10592235
6-(hydroxyethyldithio)-8-(aminomethylthio)octanoic acid,2653,17016423|17139284|10592235
cu-cyclam,4069,17016423|17139284|10592235
3-oxiran-2ylalanine,4143,17016423|17139284|10592235
3r-hydroxydecanoyl-coa,3295,17016423|17139284|10592235
stearic acid,26279|3028,17016423|17139284|10592235
beta-l-methyl-fucose,4153,17016423|17139284|10592235
phosphoric acid mono-[3-fluoro-5-(5-methyl-2 -4-dioxo-3 -4-dihydro-2h-pyrimidin-1-yl)-tetrahyro-furan-2-ylmethyl] ester,1841,17016423|17139284|10592235
d-cysteine,1357,17016423|17139284|10592235
2-[5-methanesulfonylamino-2-(4-aminophenyl)-6-oxo-1 -6-dihydro-1-pyrimidinyl]-n-(3 -3 -3-trifluoro-1-isopropyl-2-oxopropyl)acetamide,1990,10592235
sphingosine,51228|5817|7334|9468,17016423|17139284|10592235
duvoglustat,11253|2548,10592235
2-(biphenyl-4-sulfonyl)-1 -2 -3 -4-tetrahydro-isoquinoline-3-carboxylic acid,4317,17016423|17139284|10592235
bis(5-amidino-2-benzimidazolyl)methane ketone,5644,17016423|17139284|10592235
vinylglycine,259307|84680,10592235|16667107
(1'r -2's)-9-(2-hydroxy-3'-keto-cyclopenten-1-yl)adenine,191,17016423|17139284
dpi59,6714,10592235
n-acetyl-n'-beta-d-glucopyranosyl urea,5837,17016423|17139284|10592235
fr233623,100,10592235
al7099a,760,17016423|17139284|10592235
2'-deoxyadenosine 5'-triphosphate,5423,17016423|17139284|10592235
diphthamide,1938,17016423|17139284|10592235
d-tryptophan,1610|5999|3064,17016423|17139284|10592235
trifluoroethanol,3265|126,17016423|17139284|10592235
nicotinamide mononucleotide,349565|683|64802,17016423|17139284
phosphoric acid mono-[3-amino-5-(5-methyl-2 -4-dioxo-3 -4-dihydro-2h-pyrimidin-1-yl)-tetrahydro-furan-2-ylmethyl] ester,1841,17016423|17139284
(s)-2-amino-3-(1 -3 -5 -7-pentahydro-2 -4-dioxo-cyclopenta[e]pyrimidin-1-yl) proionic acid,2891,17016423|17139284|10592235
4-fluorobenzylamine,5644,17016423|17139284|10592235
s-4-nitrobutyryl-coa,2639,17016423|17139284
riboflavin monophosphate,8986|1723|51179|55312|55163|60490|6446|54363|1806|5447|645|4842,10592235|17016423|17139284
2-(beta-d-glucopyranosyl)-5-methyl-1 -3 -4-benzothiazole,5837,10592235
rwj-51084,5644,10592235
(2s)-pyrrolidin-2-ylmethylamine,1803,17016423|17139284|10592235
(6r)-folinic acid,10841,17016423|17139284|10592235
al-6619 - [2h-thieno[3 -2-e]-1 -2-thiazine-6-sulfonamide -2-(3-hydroxyphenyl)-3-(4-morpholinyl)- - 1 -1-dioxide],760,17016423|17139284|10592235
1-allyl-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine,5105,17016423|17139284|10592235
ru82197,6714,17016423|17139284|10592235
2 -6-difluorobenzenesulfonamide,760,17016423|17139284
3'-oxo-adenosine,191,17016423|17139284|10592235
4-[(10s -14s -18s)-18-(2-amino-2-oxoethyl)-14-(1-naphthylmethyl)-8 -17 -20-trioxo-7 -16 -19-triazaspiro[5.14]icos-11-en-10-yl]benzylphosphonic acid,2885,17016423|17139284|10592235
alpha-maltotriose,280,17016423|17139284|10592235
dodecyl-alpha-d-maltoside,5916,17016423|17139284|10592235
p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,1841,17016423|17139284|10592235
beta-l-fucose,43,17016423|17139284|10592235
c-(1-azido-alpha-d-glucopyranosyl) formamide,5837,17016423|17139284|10592235
5-chloro-1h-indole-2-carboxylic acid{[cyclopentyl-(2-hydroxy-ethyl)-carbamoyl]-methyl}-amide,5836,17016423|17139284|10592235
d-2-amino-3-phosphono-propionic acid,5723,17016423|17139284|10592235
1-methyl-3-oxo-1 -3-dihydro-benzo[c]isothiazole-5-sulfonic acid amide,760,17016423|17139284|10592235
benzylsulfinic acid,6648|3249|1215,17016423|17139284|10592235
phenylphosphate,6714,17016423|17139284|10592235
n5-iminoethyl-l-ornithine,4846,17016423|17139284|10592235
ru78300,6714,10592235
4-[(6-amino-4-pyrimidinyl)amino]benzenesulfonamide,1017,17016423|17139284|10592235
n-cyclohexyltaurine,6820|2020,17016423|17139284|10592235
oxidized glutathione disulfide,2936|2946,17016423|17139284
3-(3 -5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid [4-(thiazol-2-ylsulfamoyl)-phenyl]-amide,5770,17016423|17139284
fluorotryptophane,7167|2944,17016423|17139284|10592235
1 -4-diethylene dioxide,29924|7043|10673,17016423|17139284|10592235
heme c,54205,17016423|17139284|10592235
(s)-atpa,2891,17016423|17139284|10592235
maltose,280|8972|2717,17016423|17139284|10592235
deoxycytidylyl-3' -5'-guanosine,6035,15299807|10592235
dioxothiomolybdenum(vi) ion,7498,17016423|17139284|10592235
2-pyridinethiol,1508,17016423|17139284|10592235
s-(n-hydroxy-n-iodophenylcarbamoyl)glutathione,2739,17016423|17139284
n-naphthalen-1-ylmethyl-2'-[3 -5-dimethoxybenzamido]-2'-deoxy-adenosine,26330,17016423|17139284|10592235
5 -6-cyclic-tetrahydropteridine,4846,17016423|17139284|10592235
(4-sulfamoyl-phenyl)-thiocarbamic acid o-(2-thiophen-3-yl-ethyl) ester,760,17016423|17139284|10592235
bia,1312,10592235
1-(2-amidinophenyl)-3-(phenoxyphenyl)urea,5644,10592235
heptyl-beta-d-glucopyranoside,5467|2280,17016423|17139284|10592235
coa-s-acetyl 5-bromotryptamine,15,17016423|17139284|10592235
inositol-(1 -3 -4 -5 -6)-pentakisphosphate,9265,17016423|17139284|10592235
beta-mercaptoethanol,22955|3956|5265|2739|55163,10592235|17016423|17139284
3 -5 -3' -5'-tetrachloro-biphenyl-4 -4'-diol,6783,17016423|17139284|10592235
huperzine b,43,17126020|10592235
8-bromo-adenosine-5'-monophosphate,3094|5142,17016423|17139284|10592235
sri-9439,1719,17016423|17139284|10592235
2-(beta-d-glucopyranosyl)-5-methyl-1 -3 -4-oxadiazole,5837,17016423|17139284|10592235
m-(n -n -n-trimethylammonio)-2 -2 -2-trifluoro-1 -1-dihydroxyethylbenzene,43,17016423|17139284|10592235
4-[3-hydroxyanilino]-6 -7-dimethoxyquinazoline,1017,17016423|17139284|10592235
pf-00356231,4321,17016423|17139284|10592235
5-methyl-5-(4-phenoxy-phenyl)-pyrimidine-2 -4 -6-trione,4314,17016423|17139284|10592235
fr239087,100,10592235
3-mercapto-1-(1 -3 -4 -9-tetrahydro-b-carbolin-2-yl)-propan-1-one,3558,10592235
zk-806711,5644,17016423|17139284|10592235
3 -5-diiodotyrosine,5644|389434|5566|5569,10592235
'5'-o-(n-(l-alanyl)-sulfamoyl)adenosine,2058,17016423|17139284|10592235
2-carboxyethylphosphonic acid,7167,17016423|17139284|10592235
l-tyrosinamide,670|4852,10592235
hexadecanal,1622|6010,17016423|17139284|10592235
s-oxy cysteine,5550|6647,17016423|17139284|10592235
5-chloro-1h-indole-2-carboxylic acid [1-(4-fluorobenzyl)-2-(4-hydroxypiperidin-1yl)-2-oxoethyl]amide,5837,10592235
fica,840,17016423|17139284|10592235
4-methylimidazole,4151|763|760,17016423|17139284|10592235
alpha-d-xylopyranose,3938,10592235
n-propyl-tartramic acid,55,17016423|17139284
(3 -4 -5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yl)-phosphoramidic acid dimethyl ester,5837,17016423|17139284|10592235
(3s -6s -9r -10r -11s -12s -13e -15e -18s -21s)-18-{(1e -3e -7s -8s)-9-[(2s -3r -4s -5s -6r -9s -11s)-9-ethyl-4-hydroxy-3 -5 -11-trimethyl-8-oxo-1-oxa-7-azaspiro[5.5]undec-2-yl]-8-hydroxy-1 -7-dimethylnona-1 -3-dienyl}-10 -12-dihydroxy-3-(3-hydroxybenzyl)-6-isopropyl-11-methyl-,5478,17016423|17139284|10592235
enalkiren,5972,11752352|1705633
(e)-(2r -3r -4s -5r)-3 -4 -5-trihydroxy-2-methoxy-8 -8-dimethyl-non-6-enoic acid ((3s -6r)-6-hydroxy-2-oxo-azepan-3-yl)-amide,10988,17016423|17139284
uridine-diphosphate-n-acetylglucosamine,2582|6675|2135|4245,17016423|17139284|10592235
ethyl isocyanide,4151,17016423|17139284|10592235
d-myo-inositol-1 -4 -5-triphosphate,6711|5333|3706|29924|9266|5962|3708,17016423|17139284|10592235
cytidine-5'-monophosphate,7371|51727,17016423|17139284|10592235
1-[n[(phenylmethoxy)carbonyl]-l-leucyl-4-[[n/n-[(phenylmethoxy)carbonyl]-/nl-leucyl]amino]-3-pyrrolidinone/n,1513,17016423|17139284|10592235
gamma-glutamylcysteine,2937,17016423|17139284|10592235
deoxyuridine-5'-diphosphate,1854,17016423|17139284
5-thio-a/b-d-mannopyranosylamine,4124,17016423|17139284|10592235
3-thiaoctanoyl-coenzyme a,34,17016423|17139284|10592235
1-(4-tert-butylcarbamoyl-piperazine-1-carbonyl)-3-(3-guanidino-propyl)-4-oxo-azetidine-2-carboxylic acid,5644,17016423|17139284|10592235
uracil,54963|1806|5594|231|595|2064,17016423|17139284|10592235|17076658|9057855|10607743|1682063
ubenimex,4048,17016423|17139284
2s -4r-4-methylglutamate,2898,17016423|17139284|10592235
su9516,1017|983|1020,17016423|11752352|17139284|10592235
cardiolipin,291,17016423|17139284|10592235
(2s)-hydroxy(4-hydroxyphenyl)ethanenitrile,197021,17016423|17139284|10592235
3[n-morpholino]propane sulfonic acid,10578,17016423|17139284
uridine-5'-diphosphate,51727|2992|26229|28|2135|27087|360203,17016423|17139284|10592235
4 -6-dideoxy-4-amino-alpha-d-glucose,276,17016423|17139284
2-benzyl-3-iodopropanoic acid,1357,10592235
2-[5-hydroxy-3-methyl-1-(2-methyl-4-sulfo-phenyl)-1h-pyrazol-4-ylazo]-4-sulfo-benzoic acid,471,17016423|17139284|10592235
bis(5-amidino-benzimidazolyl)methanone zinc,5644,17016423|17139284|10592235
(3e)-6'-bromo-2 -3'-biindole-2' -3(1h -1'h)-dione 3-oxime,2932,10592235
uridylyl-2'-5'-phospho-adenosine,6035,17016423|17139284|10592235
2'-deoxyuridine 3'-monophosphate,6038|6035,17016423|17139284|10592235
