diseaseId,diseaseName,entrezGeneIds
C1257931,mammary neoplasms - human,10|25|43|59|90|102|103|142|174|182|196|207|208|226|238|318|329|332|353|367|369|374|375|396|472|540|573|580|581|590|595|596|597|650|652|659|672|675|708|840|841|847|857|898|902|958|972|978|999|1000|1003|1027|1029|1063|1072|1111|1192|1269|1294|1312|1364|1374|1394|1435|1436|1437|1440|1474|1499|1543|1545|1565|1576|1586|1588|1591|1649|1674|1719|1728|1735|1786|1788|1789|1806|1825|1869|1902|1910|1933|1938|1942|1950|1956|2004|2023|2033|2050|2057|2063|2064|2065|2091|2099|2100|2101|2114|2118|2122|2146|2152|2173|2194|2202|2248|2249|2255|2260|2263|2274|2305|2316|2321|2335|2353|2475|2662|2697|2771|2821|2852|2876|2877|2879|2886|2898|2920|2921|2950|2977|3002|3006|3014|3032|3084|3087|3090|3091|3161|3162|3169|3190|3191|3219|3237|3240|3265|3273|3280|3304|3320|3381|3456|3458|3476|3479|3480|3488|3490|3553|3569|3576|3586|3620|3692|3714|3725|3756|3791|3815|3845|3852|3856|3861|3875|3925|3945|3952|3953|3993|3996|4017|4046|4118|4123|4193|4194|4211|4214|4240|4282|4283|4288|4311|4312|4313|4314|4318|4323|4363|4485|4504|4524|4548|4627|4660|4722|4792|4829|4835|4843|4846|4851|4853|4854|4855|4897|4904|4919|5002|5047|5055|5058|5138|5154|5170|5174|5241|5243|5245|5268|5290|5292|5300|5321|5609|5655|5728|5742|5743|5744|5789|5819|5888|5889|5890|5894|5914|5915|5925|5935|5965|5970|5997|6147|6160|6181|6191|6194|6199|6201|6202|6236|6257|6364|6387|6422|6423|6425|6470|6492|6513|6514|6518|6528|6591|6615|6623|6648|6696|6714|6721|6774|6776|6790|6817|6926|6935|7015|7020|7025|7037|7052|7057|7087|7090|7124|7153|7157|7158|7159|7161|7295|7298|7348|7372|7421|7423|7424|7431|7468|7480|7490|7516|7517|7818|7852|7913|7980|8065|8085|8202|8204|8314|8347|8412|8438|8493|8518|8614|8648|8743|8863|8871|8894|9048|9055|9076|9123|9154|9156|9185|9429|9473|9510|9563|9582|9590|9611|9623|9668|9754|9801|9821|9839|9877|9884|9968|10010|10236|10297|10318|10381|10397|10413|10457|10468|10481|10499|10537|10542|10551|10599|10660|10855|11009|11041|11065|11067|11118|11188|11200|22891|22943|22948|23008|23136|23210|23339|23345|23406|23411|23462|23493|23705|25800|26040|26150|26227|26508|26986|27098|27246|27324|28514|28957|28998|29072|50618|50943|51081|51129|51176|51466|51649|51741|54567|55005|55140|55294|55809|56100|56942|56945|56946|57452|57561|57643|59352|60487|60626|63943|65005|79068|79659|79728|80306|80332|80774|81031|83734|83990|84456|84866|84870|85236|90353|90355|91433|91801|92140|92270|92483|94234|116135|127707|130540|131965|132671|133522|134510|135228|138046|151647|152273|161424|167465|196403|200035|200315|221078|221687|252983|254122|283120|284615|342908|345274|348180|378938|388387|400224|400500|404037|406894|406902|406903|406913|406914|406921|406933|406937|406938|406943|406984|406985|406988|406989|406996|407006|407007|407013|407021|407027|442909|442910|474170|554202|554210|574442|644246|645249|647979|100128252|100506658
C1262760,hepatitis - drug-induced,10|60|81|101|183|196|213|223|229|259|302|309|335|348|350|383|405|581|622|624|645|686|710|718|761|821|847|866|994|1040|1131|1152|1191|1244|1281|1356|1373|1401|1440|1499|1510|1544|1548|1555|1557|1559|1571|1576|1582|1629|1642|1647|1719|1737|1824|1869|1892|1979|1990|2023|2052|2081|2152|2180|2194|2243|2321|2328|2494|2638|2664|2729|2730|2805|2819|2868|2875|2919|2934|2936|2941|2944|2946|2947|2948|2950|2952|3030|3075|3105|3106|3119|3123|3146|3162|3242|3263|3274|3309|3440|3458|3479|3552|3553|3565|3569|3589|3605|3606|3627|3654|3708|3727|3827|3856|3875|3929|3934|3958|3992|4057|4143|4189|4190|4199|4217|4313|4318|4363|4485|4486|4524|4722|4780|4831|4851|4860|4967|5034|5053|5091|5118|5130|5166|5236|5243|5327|5340|5358|5428|5436|5444|5465|5469|5580|5591|5743|5836|5858|5921|5947|6282|6347|6464|6590|6647|6648|6649|6652|6653|6696|6731|6783|6820|6821|6888|6915|7018|7026|7046|7100|7124|7203|7276|7373|7422|7431|7450|7846|7850|7905|8078|8310|8407|8431|8800|8836|8856|8976|8991|9002|9104|9131|9214|9227|9315|9370|9376|9415|9446|9474|9615|9695|9698|9924|9942|9970|9971|10006|10062|10096|10157|10380|10383|10487|10611|10957|10989|11035|11315|22948|23193|23476|24145|26061|26266|26762|27102|27248|29105|50507|50616|51014|51056|51179|51382|51635|54466|54600|54940|55151|55862|56521|56922|57017|59343|79600|79876|81622|81631|83667|84068|84187|84216|84649|84913|93664|112574|112724|112869|123096|136319|151887|152518|160428|160760|254887|256297|283120|378938|406884|406885|406886|406890|406891|406892|406901|406902|406903|406904|406906|406911|406912|406919|406920|406921|406933|406934|406935|406940|406941|406942|406943|406952|406953|406957|406964|406966|406967|406968|406969|406979|406985|406991|406992|406999|407000|407004|407006|407007|407010|407011|407019|407025|407026|407027|407029|407030|407037|407040|407042|407050|407055|442038|442901|442904|442905|442906|442909|442910|442912|494323|494327|494335|574030|574412|574434|574455|574456|574501|574506|574508|619552|619553|619556|693120|693122|693124|693159|693174|693177|693210|693212|693214|723779|724030|729230|768218|100126313|100126314|100126334|100302115|100302142|100302145|100302149|100302174|100302197|100302218|100302221|100302236|100302240|100302276|100302284|100313838|100422867|100422991|100500847|100616127|100616135|100616247|100616258|100616259|100616357|100616376|100616437|100847054|100847070|102465489|102465513|102465802|102465833|102465858|102466247|102466270
C3658290,drug-induced acute liver injury,10|60|81|101|183|196|213|223|229|259|302|309|335|348|350|383|405|581|622|624|645|686|710|718|761|821|847|866|994|1040|1131|1152|1191|1244|1281|1356|1373|1401|1440|1499|1510|1544|1548|1555|1557|1559|1571|1576|1582|1629|1642|1647|1719|1737|1824|1869|1892|1979|1990|2023|2052|2081|2152|2180|2194|2243|2321|2328|2494|2638|2664|2729|2730|2805|2819|2868|2875|2919|2934|2936|2941|2944|2946|2947|2948|2950|2952|3030|3075|3105|3106|3119|3123|3146|3162|3242|3263|3274|3309|3440|3458|3479|3552|3553|3565|3569|3589|3605|3606|3627|3654|3708|3727|3827|3856|3875|3929|3934|3958|3992|4057|4143|4189|4190|4199|4217|4313|4318|4363|4485|4486|4524|4722|4780|4831|4851|4860|4967|5034|5053|5091|5118|5130|5166|5236|5243|5327|5340|5358|5428|5436|5444|5465|5469|5580|5591|5743|5836|5858|5921|5947|6282|6347|6464|6590|6647|6648|6649|6652|6653|6696|6731|6783|6820|6821|6888|6915|7018|7026|7046|7100|7124|7203|7276|7373|7422|7431|7450|7846|7850|7905|8078|8310|8407|8431|8800|8836|8856|8976|8991|9002|9104|9131|9214|9227|9315|9370|9376|9415|9446|9474|9615|9695|9698|9924|9942|9970|9971|10006|10062|10096|10157|10380|10383|10487|10611|10957|10989|11035|11315|22948|23193|23476|24145|26061|26266|26762|27102|27248|29105|50507|50616|51014|51056|51179|51382|51635|54466|54600|54940|55151|55862|56521|56922|57017|59343|79600|79876|81622|81631|83667|84068|84187|84216|84649|84913|93664|112574|112724|112869|123096|136319|151887|152518|160428|160760|254887|256297|283120|378938|406884|406885|406886|406890|406891|406892|406901|406902|406903|406904|406906|406911|406912|406919|406920|406921|406933|406934|406935|406940|406941|406942|406943|406952|406953|406957|406964|406966|406967|406968|406969|406979|406985|406991|406992|406999|407000|407004|407006|407007|407010|407011|407019|407025|407026|407027|407029|407030|407037|407040|407042|407050|407055|442038|442901|442904|442905|442906|442909|442910|442912|494323|494327|494335|574030|574412|574434|574455|574456|574501|574506|574508|619552|619553|619556|693120|693122|693124|693159|693174|693177|693210|693212|693214|723779|724030|729230|768218|100126313|100126314|100126334|100302115|100302142|100302145|100302149|100302174|100302197|100302218|100302221|100302236|100302240|100302276|100302284|100313838|100422867|100422991|100500847|100616127|100616135|100616247|100616258|100616259|100616357|100616376|100616437|100847054|100847070|102465489|102465513|102465802|102465833|102465858|102466247|102466270
C4277682,chemical and drug induced liver injury,10|60|81|101|183|196|213|223|229|259|302|309|335|348|350|383|405|581|622|624|645|686|710|718|761|821|847|866|994|1040|1131|1152|1191|1244|1281|1356|1373|1401|1440|1499|1510|1544|1548|1555|1557|1559|1571|1576|1582|1629|1642|1647|1719|1737|1824|1869|1892|1979|1990|2023|2052|2081|2152|2180|2194|2243|2321|2328|2494|2638|2664|2729|2730|2805|2819|2868|2875|2919|2934|2936|2941|2944|2946|2947|2948|2950|2952|3030|3075|3105|3106|3119|3123|3146|3162|3242|3263|3274|3309|3440|3458|3479|3552|3553|3565|3569|3589|3605|3606|3627|3654|3708|3727|3827|3856|3875|3929|3934|3958|3992|4057|4143|4189|4190|4199|4217|4313|4318|4363|4485|4486|4524|4722|4780|4831|4851|4860|4967|5034|5053|5091|5118|5130|5166|5236|5243|5327|5340|5358|5428|5436|5444|5465|5469|5580|5591|5743|5836|5858|5921|5947|6282|6347|6464|6590|6647|6648|6649|6652|6653|6696|6731|6783|6820|6821|6888|6915|7018|7026|7046|7100|7124|7203|7276|7373|7422|7431|7450|7846|7850|7905|8078|8310|8407|8431|8800|8836|8856|8976|8991|9002|9104|9131|9214|9227|9315|9370|9376|9415|9446|9474|9615|9695|9698|9924|9942|9970|9971|10006|10062|10096|10157|10380|10383|10487|10611|10957|10989|11035|11315|22948|23193|23476|24145|26061|26266|26762|27102|27248|29105|50507|50616|51014|51056|51179|51382|51635|54466|54600|54940|55151|55862|56521|56922|57017|59343|79600|79876|81622|81631|83667|84068|84187|84216|84649|84913|93664|112574|112724|112869|123096|136319|151887|152518|160428|160760|254887|256297|283120|378938|406884|406885|406886|406890|406891|406892|406901|406902|406903|406904|406906|406911|406912|406919|406920|406921|406933|406934|406935|406940|406941|406942|406943|406952|406953|406957|406964|406966|406967|406968|406969|406979|406985|406991|406992|406999|407000|407004|407006|407007|407010|407011|407019|407025|407026|407027|407029|407030|407037|407040|407042|407050|407055|442038|442901|442904|442905|442906|442909|442910|442912|494323|494327|494335|574030|574412|574434|574455|574456|574501|574506|574508|619552|619553|619556|693120|693122|693124|693159|693174|693177|693210|693212|693214|723779|724030|729230|768218|100126313|100126314|100126334|100302115|100302142|100302145|100302149|100302174|100302197|100302218|100302221|100302236|100302240|100302276|100302284|100313838|100422867|100422991|100500847|100616127|100616135|100616247|100616258|100616259|100616357|100616376|100616437|100847054|100847070|102465489|102465513|102465802|102465833|102465858|102466247|102466270
C4279912,chemically-induced liver toxicity,10|60|81|101|183|196|213|223|229|259|302|309|335|348|350|383|405|581|622|624|645|686|710|718|761|821|847|866|994|1040|1131|1152|1191|1244|1281|1356|1373|1401|1440|1499|1510|1544|1548|1555|1557|1559|1571|1576|1582|1629|1642|1647|1719|1737|1824|1869|1892|1979|1990|2023|2052|2081|2152|2180|2194|2243|2321|2328|2494|2638|2664|2729|2730|2805|2819|2868|2875|2919|2934|2936|2941|2944|2946|2947|2948|2950|2952|3030|3075|3105|3106|3119|3123|3146|3162|3242|3263|3274|3309|3440|3458|3479|3552|3553|3565|3569|3589|3605|3606|3627|3654|3708|3727|3827|3856|3875|3929|3934|3958|3992|4057|4143|4189|4190|4199|4217|4313|4318|4363|4485|4486|4524|4722|4780|4831|4851|4860|4967|5034|5053|5091|5118|5130|5166|5236|5243|5327|5340|5358|5428|5436|5444|5465|5469|5580|5591|5743|5836|5858|5921|5947|6282|6347|6464|6590|6647|6648|6649|6652|6653|6696|6731|6783|6820|6821|6888|6915|7018|7026|7046|7100|7124|7203|7276|7373|7422|7431|7450|7846|7850|7905|8078|8310|8407|8431|8800|8836|8856|8976|8991|9002|9104|9131|9214|9227|9315|9370|9376|9415|9446|9474|9615|9695|9698|9924|9942|9970|9971|10006|10062|10096|10157|10380|10383|10487|10611|10957|10989|11035|11315|22948|23193|23476|24145|26061|26266|26762|27102|27248|29105|50507|50616|51014|51056|51179|51382|51635|54466|54600|54940|55151|55862|56521|56922|57017|59343|79600|79876|81622|81631|83667|84068|84187|84216|84649|84913|93664|112574|112724|112869|123096|136319|151887|152518|160428|160760|254887|256297|283120|378938|406884|406885|406886|406890|406891|406892|406901|406902|406903|406904|406906|406911|406912|406919|406920|406921|406933|406934|406935|406940|406941|406942|406943|406952|406953|406957|406964|406966|406967|406968|406969|406979|406985|406991|406992|406999|407000|407004|407006|407007|407010|407011|407019|407025|407026|407027|407029|407030|407037|407040|407042|407050|407055|442038|442901|442904|442905|442906|442909|442910|442912|494323|494327|494335|574030|574412|574434|574455|574456|574501|574506|574508|619552|619553|619556|693120|693122|693124|693159|693174|693177|693210|693212|693214|723779|724030|729230|768218|100126313|100126314|100126334|100302115|100302142|100302145|100302149|100302174|100302197|100302218|100302221|100302236|100302240|100302276|100302284|100313838|100422867|100422991|100500847|100616127|100616135|100616247|100616258|100616259|100616357|100616376|100616437|100847054|100847070|102465489|102465513|102465802|102465833|102465858|102466247|102466270
C4704874,mammary carcinoma - human,10|25|43|59|90|102|103|142|174|182|196|207|208|226|238|318|329|332|353|367|369|374|375|396|472|540|573|580|581|590|595|596|597|650|652|659|672|675|708|840|841|847|857|898|902|958|972|978|999|1000|1003|1027|1029|1063|1072|1111|1192|1269|1294|1312|1364|1374|1394|1435|1436|1437|1440|1474|1499|1543|1545|1565|1576|1586|1588|1591|1649|1674|1719|1728|1735|1786|1788|1789|1806|1825|1869|1902|1910|1933|1938|1942|1950|1956|2004|2023|2033|2050|2057|2063|2064|2065|2091|2099|2100|2101|2114|2118|2122|2146|2152|2173|2194|2202|2248|2249|2255|2260|2263|2274|2305|2316|2321|2335|2353|2475|2662|2697|2771|2821|2852|2876|2877|2879|2886|2898|2920|2921|2950|2977|3002|3006|3014|3032|3084|3087|3090|3091|3161|3162|3169|3190|3191|3219|3237|3240|3265|3273|3280|3304|3320|3381|3456|3458|3476|3479|3480|3488|3490|3553|3569|3576|3586|3620|3692|3714|3725|3756|3791|3815|3845|3852|3856|3861|3875|3925|3945|3952|3953|3993|3996|4017|4046|4118|4123|4193|4194|4211|4214|4240|4282|4283|4288|4311|4312|4313|4314|4318|4323|4363|4485|4504|4524|4548|4627|4660|4722|4792|4829|4835|4843|4846|4851|4853|4854|4855|4897|4904|4919|5002|5047|5055|5058|5138|5154|5170|5174|5241|5243|5245|5268|5290|5292|5300|5321|5609|5655|5728|5742|5743|5744|5789|5819|5888|5889|5890|5894|5914|5915|5925|5935|5965|5970|5997|6147|6160|6181|6191|6194|6199|6201|6202|6236|6257|6364|6387|6422|6423|6425|6470|6492|6513|6514|6518|6528|6591|6615|6623|6648|6696|6714|6721|6774|6776|6790|6817|6926|6935|7015|7020|7025|7037|7052|7057|7087|7090|7124|7153|7157|7158|7159|7161|7295|7298|7348|7372|7421|7423|7424|7431|7468|7480|7490|7516|7517|7818|7852|7913|7980|8065|8085|8202|8204|8314|8347|8412|8438|8493|8518|8614|8648|8743|8863|8871|8894|9048|9055|9076|9123|9154|9156|9185|9429|9473|9510|9563|9582|9590|9611|9623|9668|9754|9801|9821|9839|9877|9884|9968|10010|10236|10297|10318|10381|10397|10413|10457|10468|10481|10499|10537|10542|10551|10599|10660|10855|11009|11041|11065|11067|11118|11188|11200|22891|22943|22948|23008|23136|23210|23339|23345|23406|23411|23462|23493|23705|25800|26040|26150|26227|26508|26986|27098|27246|27324|28514|28957|28998|29072|50618|50943|51081|51129|51176|51466|51649|51741|54567|55005|55140|55294|55809|56100|56942|56945|56946|57452|57561|57643|59352|60487|60626|63943|65005|79068|79659|79728|80306|80332|80774|81031|83734|83990|84456|84866|84870|85236|90353|90355|91433|91801|92140|92270|92483|94234|116135|127707|130540|131965|132671|133522|134510|135228|138046|151647|152273|161424|167465|196403|200035|200315|221078|221687|252983|254122|283120|284615|342908|345274|348180|378938|388387|400224|400500|404037|406894|406902|406903|406913|406914|406921|406933|406937|406938|406943|406984|406985|406988|406989|406996|407006|407007|407013|407021|407027|442909|442910|474170|554202|554210|574442|644246|645249|647979|100128252|100506658
C0005587,depression - bipolar,15|108|120|157|288|627|775|776|961|1109|1312|1463|1812|1816|2571|2572|2898|2900|2903|2908|2931|2932|3350|3356|3630|3697|4128|4524|4684|4729|4914|4915|5091|5142|5265|5443|5454|5649|5816|6196|6285|6326|6526|6532|6616|6671|6733|6789|6863|6869|7222|7226|7252|8553|8564|9415|9640|9881|10014|10814|10815|22854|22941|22999|23635|26011|27185|51177|51650|54877|55690|56884|57519|81562|84628|85458|121278|221981|266743
C0393770,delayed sleep phase syndrome,15|1407|4783|6097|8553
C0494410,nonorganic sleep wake cycle disorders,15|1407|4783|6097|8553
C0751758,advanced sleep phase syndrome,15|1407|4783|6097|8553
C0751759,non-24 hour sleep-wake disorder,15|1407|4783|6097|8553
C0751760,shift-work sleep disorder,15|1407|4783|6097|8553
C2750090,charcot-marie-tooth disease - axonal - type 2n,16
C4225361,epileptic encephalopathy - early infantile - 29,16
C0017168,gastroesophageal reflux disease,18|3576|5743|6863
C0022333,jacksonian seizure,18|38|43|116|135|147|183|210|249|328|348|538|590|627|847|885|1103|1128|1136|1137|1138|1139|1143|1191|1244|1268|1392|1583|1812|1813|1814|2166|2247|2290|2353|2558|2572|2593|2784|2897|3350|3351|3418|3456|3553|3569|3612|3630|3737|3767|3785|3952|3954|4204|4504|4803|4804|4842|4843|4852|4986|4988|5020|5066|5173|5428|5443|5580|5743|5816|5978|6505|6513|6529|6530|6546|6547|6648|6750|6752|6792|6854|6904|6925|7200|7248|7249|7779|8777|8828|10280|11284|51738|54715|54805|54886|57030|57468|57534|93183|348980
C0149958,complex partial seizures,18|38|43|116|135|147|183|210|249|328|348|538|590|627|847|885|1103|1128|1136|1137|1138|1139|1143|1191|1244|1268|1392|1583|1812|1813|1814|2166|2247|2290|2353|2558|2572|2593|2784|2897|3350|3351|3418|3456|3553|3569|3612|3630|3737|3767|3785|3952|3954|4204|4504|4803|4804|4842|4843|4852|4986|4988|5020|5066|5173|5428|5443|5580|5743|5816|5978|6505|6513|6529|6530|6546|6547|6648|6750|6752|6792|6854|6904|6925|7200|7248|7249|7779|8777|8828|10280|11284|51738|54715|54805|54886|57030|57468|57534|93183|348980
C0234533,generalized seizures,18|38|43|116|135|147|183|210|249|328|348|538|590|627|847|885|1103|1128|1136|1137|1138|1139|1143|1191|1244|1268|1392|1583|1812|1813|1814|2166|2247|2290|2353|2558|2572|2593|2784|2897|3350|3351|3418|3456|3553|3569|3612|3630|3737|3767|3785|3952|3954|4204|4504|4803|4804|4842|4843|4852|4986|4988|5020|5066|5173|5428|5443|5580|5743|5816|5978|6505|6513|6529|6530|6546|6547|6648|6750|6752|6792|6854|6904|6925|7200|7248|7249|7779|8777|8828|10280|11284|51738|54715|54805|54886|57030|57468|57534|93183|348980
C0234535,clonic seizures,18|38|43|116|135|147|183|210|249|328|348|538|590|627|847|885|1103|1128|1136|1137|1138|1139|1143|1191|1244|1268|1392|1583|1812|1813|1814|2166|2247|2290|2353|2558|2572|2593|2784|2897|3350|3351|3418|3456|3553|3569|3612|3630|3737|3767|3785|3952|3954|4204|4504|4803|4804|4842|4843|4852|4986|4988|5020|5066|5173|5428|5443|5580|5743|5816|5978|6505|6513|6529|6530|6546|6547|6648|6750|6752|6792|6854|6904|6925|7200|7248|7249|7779|8777|8828|10280|11284|51738|54715|54805|54886|57030|57468|57534|93183|348980
C0270824,visual seizure,18|38|43|116|135|147|183|210|249|328|348|538|590|627|847|885|1103|1128|1136|1137|1138|1139|1143|1191|1244|1268|1392|1583|1812|1813|1814|2166|2247|2290|2353|2558|2572|2593|2784|2897|3350|3351|3418|3456|3553|3569|3612|3630|3737|3767|3785|3952|3954|4204|4504|4803|4804|4842|4843|4852|4986|4988|5020|5066|5173|5428|5443|5580|5743|5816|5978|6505|6513|6529|6530|6546|6547|6648|6750|6752|6792|6854|6904|6925|7200|7248|7249|7779|8777|8828|10280|11284|51738|54715|54805|54886|57030|57468|57534|93183|348980
C0270846,epileptic drop attack,18|38|43|116|135|147|183|210|249|328|348|538|590|627|847|885|1103|1128|1136|1137|1138|1139|1143|1191|1244|1268|1392|1583|1812|1813|1814|2166|2247|2290|2353|2558|2572|2593|2784|2897|3350|3351|3418|3456|3553|3569|3612|3630|3737|3767|3785|3952|3954|4204|4504|4803|4804|4842|4843|4852|4986|4988|5020|5066|5173|5428|5443|5580|5743|5816|5978|6505|6513|6529|6530|6546|6547|6648|6750|6752|6792|6854|6904|6925|7200|7248|7249|7779|8777|8828|10280|11284|51738|54715|54805|54886|57030|57468|57534|93183|348980
C0342708,gamma aminobutyric acid transaminase deficiency,18
C0494475,tonic - clonic seizures,18|38|43|116|135|147|183|210|249|328|348|538|590|627|847|885|1103|1128|1136|1137|1138|1139|1143|1191|1244|1268|1392|1583|1812|1813|1814|2166|2247|2290|2353|2558|2572|2593|2784|2891|2897|3350|3351|3418|3456|3553|3569|3612|3630|3737|3767|3785|3952|3954|4204|4504|4803|4804|4842|4843|4852|4986|4988|5020|5066|5173|5428|5443|5580|5743|5816|5978|6505|6513|6529|6530|6546|6547|6648|6750|6752|6792|6854|6904|6925|7200|7248|7249|7779|8777|8828|10280|11284|23209|51738|54715|54805|54886|57030|57468|57534|93183|348980|728294
